姓名,学号,证件号,学校,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
Veronica,F202400489,935625011,GP,F,16,U,GT3,T,4,2,teacher,services
Adrian,F202400490,698787274,GP,M,15,U,LE3,T,2,2,services,health
Cora,F202400491,910820457,GP,F,15,R,GT3,T,1,1,at_home,other
Sara,F202400492,721841281,GP,M,16,R,GT3,T,4,3,services,other
Susan,F202400493,512928558,GP,F,16,U,GT3,T,2,1,other,other
Dale,F202400494,300005699,GP,F,16,U,GT3,T,4,4,other,other
Leslie,F202400495,334086239,GP,F,16,U,GT3,T,4,3,other,at_home
Daisy,F202400496,529526891,GP,M,16,U,GT3,T,4,4,services,services
David,F202400497,703476219,GP,M,16,U,GT3,T,4,4,services,teacher
Justin,F202400498,887631538,GP,M,15,U,GT3,T,4,4,services,other
Jackson,F202400499,961099470,GP,F,15,U,GT3,T,3,2,services,other
Olivia,F202400500,499670731,GP,M,15,U,GT3,A,3,4,services,other
Martha,F202400501,813433345,GP,F,15,U,GT3,A,3,3,other,health
Rose,F202400502,267931868,GP,F,15,U,GT3,T,2,2,other,other
Megan,F202400503,920737394,GP,M,16,U,GT3,T,3,3,services,other
Raymond,F202400504,981108984,GP,M,15,R,GT3,T,4,4,other,other
Felix,F202400505,860946895,GP,F,16,U,LE3,T,4,4,health,health
Maxwell,F202400506,662860239,GP,M,15,U,LE3,A,4,4,teacher,teacher
Cynthia,F202400507,133518426,GP,F,16,R,GT3,T,3,3,services,other
Jade,F202400508,555445411,GP,F,16,U,GT3,T,2,2,at_home,other
Jason,F202400509,249194654,GP,M,15,U,LE3,T,4,2,teacher,other
Felix,F202400510,484347393,GP,M,15,R,GT3,T,2,1,health,services
Amy,F202400511,614449263,GP,M,16,U,GT3,T,4,4,teacher,teacher
Jacob,F202400512,718019231,GP,M,15,U,GT3,T,4,4,other,teacher
Ethan,F202400513,446387364,GP,M,16,U,GT3,T,3,3,other,services
Thomas,F202400514,856953488,GP,M,17,R,GT3,T,1,3,other,other
Chase,F202400515,160332475,GP,M,15,U,GT3,T,3,4,other,other
Amber,F202400516,901063817,GP,F,15,U,GT3,T,1,2,at_home,services
Henry,F202400517,602416019,GP,M,15,U,GT3,T,2,2,services,services
Fletcher,F202400518,252165744,GP,F,16,U,LE3,T,2,4,other,health
Fletcher,F202400519,916233253,GP,M,16,U,GT3,T,4,4,health,other
Martin,F202400520,982580068,GP,F,16,U,GT3,T,2,2,other,other
Alicia,F202400521,206417988,GP,M,15,U,GT3,T,3,4,services,services
Margaret,F202400522,701249761,GP,F,15,U,LE3,A,3,4,other,other
Cynthia,F202400523,250658309,GP,F,19,U,GT3,T,0,1,at_home,other
Victor,F202400524,315896705,GP,M,18,R,GT3,T,2,2,services,other
Sylvia,F202400525,207931035,GP,M,16,R,GT3,T,4,4,teacher,teacher
Eric,F202400526,348509269,GP,F,15,R,GT3,T,3,4,services,teacher
Felix,F202400527,499651645,GP,F,15,U,GT3,T,1,1,at_home,other
Blair,F202400528,640137969,GP,F,17,U,LE3,T,2,2,other,other
Franklin,F202400529,833918456,GP,F,16,U,GT3,A,3,4,services,other
Jimmy,F202400530,218924650,GP,M,15,R,GT3,T,3,4,at_home,teacher
Drake,F202400531,954240623,GP,F,15,U,GT3,T,4,4,services,at_home
Clayton,F202400532,550921266,GP,M,17,R,GT3,T,3,4,at_home,other
Caitlin,F202400533,355811023,GP,F,16,U,GT3,A,3,3,other,other
Brenda,F202400534,224343035,GP,M,16,U,LE3,T,1,1,services,other
Phoenix,F202400535,904815424,GP,F,15,U,GT3,T,4,4,teacher,teacher
Elizabeth,F202400536,899903121,GP,M,15,U,GT3,T,4,3,teacher,services
Sam,F202400537,535451871,GP,M,16,U,LE3,T,2,2,services,services
Andrew,F202400538,823089026,GP,F,15,U,GT3,T,4,4,teacher,services
Steve,F202400539,758464649,GP,F,16,U,LE3,T,1,1,at_home,at_home
Logan,F202400540,467182800,GP,M,17,U,GT3,T,2,1,other,other
Jonathan,F202400541,470957331,GP,F,15,U,GT3,T,1,1,other,services
Patricia,F202400542,750540009,GP,F,15,U,GT3,T,3,2,health,services
Leonard,F202400543,175321597,GP,F,15,U,GT3,T,1,2,at_home,other
Sara,F202400544,821832509,GP,M,16,U,GT3,T,4,4,teacher,teacher
Stella,F202400545,761754650,GP,M,15,U,LE3,A,2,1,services,other
Elaine,F202400546,441068440,GP,M,18,U,LE3,T,1,1,other,other
Cole,F202400547,783829564,GP,M,16,U,LE3,T,2,1,at_home,other
Emma,F202400548,796947798,GP,F,15,R,GT3,T,3,3,services,services
June,F202400549,896167823,GP,M,19,U,GT3,T,3,2,services,at_home
Scott,F202400550,242976817,GP,F,17,U,GT3,T,4,4,other,teacher
Cameron,F202400551,125985094,GP,M,15,R,GT3,T,2,3,at_home,services
Angela,F202400552,206223762,GP,M,17,R,LE3,T,1,2,other,other
Caitlin,F202400553,914366146,GP,F,18,R,GT3,T,1,1,at_home,other
Barbara,F202400554,561148218,GP,M,16,R,GT3,T,2,2,at_home,other
Judy,F202400555,657852404,GP,M,16,U,GT3,T,3,3,other,services
Alyssa,F202400556,279008754,GP,M,17,R,LE3,T,2,1,at_home,other
Philip,F202400557,443739338,GP,M,15,R,GT3,T,3,2,other,other
Sam,F202400558,657451425,GP,M,16,U,LE3,T,1,2,other,other
Kathy,F202400559,547426517,GP,M,17,U,GT3,T,1,3,at_home,services
Gemma,F202400560,943356484,GP,M,17,R,LE3,T,1,1,other,services
Tanya,F202400561,555329987,GP,M,16,U,GT3,T,3,2,services,services
Howard,F202400562,381143095,GP,M,16,U,GT3,T,2,2,other,other
Dylan,F202400563,973206753,GP,F,16,U,GT3,T,4,2,health,services
Justin,F202400564,618416261,GP,F,16,U,GT3,T,2,2,other,other
Paul,F202400565,338257927,GP,F,16,U,GT3,T,4,4,health,health
Maddox,F202400566,461408911,GP,M,16,U,GT3,T,3,4,other,other
Wanda,F202400567,120441514,GP,M,16,U,GT3,T,1,0,other,other
Chelsea,F202400568,832724481,GP,M,17,U,LE3,T,4,4,teacher,other
Louis,F202400569,742930474,GP,F,16,U,GT3,T,1,3,at_home,services
Cora,F202400570,443033831,GP,F,16,U,LE3,T,3,3,other,other
Carmen,F202400571,477181833,GP,M,17,U,LE3,T,4,3,teacher,other
Aidan,F202400572,115386517,GP,F,16,U,GT3,T,2,2,services,other
Todd,F202400573,178325176,GP,M,17,U,GT3,T,3,3,other,other
Gregory,F202400574,253121018,GP,M,16,R,GT3,T,4,2,teacher,services
Phoenix,F202400575,668448365,GP,M,17,U,GT3,T,4,3,other,other
Taylor,F202400576,476358158,GP,M,16,U,GT3,T,4,3,teacher,other
Alicia,F202400577,707624025,GP,M,16,U,GT3,T,3,3,services,other
Harry,F202400578,635170348,GP,F,17,U,GT3,T,2,4,services,services
Paul,F202400579,973320909,GP,F,17,U,LE3,T,3,3,other,other
Carter,F202400580,550943606,GP,F,16,U,GT3,T,3,2,other,other
Evelyn,F202400581,134819333,GP,M,17,U,GT3,T,3,3,services,services
Melissa,F202400582,378627776,GP,M,16,U,GT3,T,1,2,services,services
Randy,F202400583,862399316,GP,M,16,U,LE3,T,2,1,other,other
Zachary,F202400584,561936407,GP,F,17,U,GT3,A,3,3,health,other
Anna,F202400585,114815202,GP,M,17,R,GT3,T,1,2,at_home,other
Matthew,F202400586,297535128,GP,F,16,U,GT3,T,2,3,services,services
Courtney,F202400587,131467432,GP,F,17,U,GT3,T,1,1,at_home,services
Julian,F202400588,524030379,GP,M,17,U,GT3,T,1,2,at_home,services
Jim,F202400589,339789990,GP,M,16,R,GT3,T,3,3,services,services
Peggy,F202400590,485585139,GP,M,16,U,GT3,T,2,3,other,other
Bethany,F202400591,911481765,GP,F,17,U,LE3,T,2,4,services,services
Ruth,F202400592,158573123,GP,M,17,U,GT3,T,4,4,services,teacher
Holly,F202400593,757279057,GP,M,16,R,LE3,T,3,3,teacher,other
Danielle,F202400594,893177379,GP,F,17,U,GT3,T,4,4,services,teacher
Olivia,F202400595,453173443,GP,F,16,U,LE3,T,4,4,teacher,teacher
Aaron,F202400596,906538675,GP,F,16,U,GT3,T,4,3,health,other
Eric,F202400597,271066048,GP,F,16,U,GT3,T,2,3,other,other
Katie,F202400598,894602354,GP,F,17,U,GT3,T,1,1,other,other
Franklin,F202400599,900370782,GP,F,17,R,GT3,T,2,2,other,other
Jade,F202400600,905642556,GP,F,16,R,GT3,T,2,2,services,services
Craig,F202400601,549586968,GP,F,17,U,GT3,T,3,4,at_home,services
Daniel,F202400602,276559458,GP,F,16,U,GT3,A,3,1,services,other
Jean,F202400603,199721248,GP,F,16,U,GT3,T,4,3,teacher,other
Roger,F202400604,321079734,GP,F,16,U,GT3,T,1,1,at_home,other
Donald,F202400605,567059179,GP,F,17,R,GT3,T,4,3,teacher,other
Bryan,F202400606,332059895,GP,F,19,U,GT3,T,3,3,other,other
Angela,F202400607,176656315,GP,M,17,U,LE3,T,4,4,services,other
Blake,F202400608,699957247,GP,F,16,U,GT3,A,2,2,other,other
Claire,F202400609,729477542,GP,M,18,U,GT3,T,2,2,services,other
Chelsea,F202400610,775271415,GP,F,17,R,LE3,T,4,4,services,other
Gregory,F202400611,545535575,GP,F,17,U,LE3,T,3,2,other,other
Parker,F202400612,187768686,GP,F,17,U,GT3,T,4,3,other,other
Douglas,F202400613,487908759,GP,M,18,U,LE3,T,3,3,services,health
Janice,F202400614,529938020,GP,F,17,U,GT3,T,2,3,at_home,other
Phoenix,F202400615,693763979,GP,F,17,U,GT3,T,2,2,at_home,at_home
Warren,F202400616,151624578,GP,F,17,R,GT3,T,2,1,at_home,services
Jamie,F202400617,220499235,GP,F,17,U,GT3,T,1,1,at_home,other
Melanie,F202400618,624620883,GP,F,16,U,GT3,T,2,3,services,teacher
Lori,F202400619,292970265,GP,M,18,U,GT3,T,2,2,other,other
Franklin,F202400620,160446585,GP,F,16,U,GT3,T,4,4,teacher,services
Joyce,F202400621,538275816,GP,F,18,R,GT3,T,3,1,other,other
Isaac,F202400622,272957461,GP,F,17,U,GT3,T,3,2,other,other
Melanie,F202400623,742591366,GP,M,17,U,LE3,T,2,3,services,services
Chad,F202400624,180759160,GP,M,18,U,LE3,T,2,1,at_home,other
Francis,F202400625,415800987,GP,F,17,U,GT3,A,2,1,other,other
Catherine,F202400626,892816606,GP,F,17,U,LE3,T,4,3,health,other
Dean,F202400627,976660713,GP,M,17,R,GT3,T,2,2,other,other
Justin,F202400628,829525023,GP,M,17,U,GT3,T,4,4,teacher,teacher
Ivy,F202400629,962562188,GP,M,16,U,GT3,T,4,4,health,other
Henry,F202400630,954873075,GP,M,16,U,LE3,T,1,1,other,other
Maxwell,F202400631,962118608,GP,M,16,U,GT3,T,3,2,at_home,other
James,F202400632,839017513,GP,M,17,U,LE3,T,2,2,other,other
Michelle,F202400633,331467291,GP,F,16,U,GT3,T,2,1,other,other
Holly,F202400634,408470496,GP,F,17,R,GT3,T,2,1,at_home,services
Lisa,F202400635,571091074,GP,M,18,U,GT3,T,2,2,other,services
Leah,F202400636,399512940,GP,M,17,U,LE3,T,4,3,health,other
Catherine,F202400637,647449403,GP,M,17,R,LE3,A,4,4,teacher,other
Heather,F202400638,387864588,GP,M,16,U,LE3,T,4,3,teacher,other
Linda,F202400639,153922351,GP,M,16,U,GT3,T,4,4,services,services
Irene,F202400640,249505644,GP,F,18,U,GT3,T,2,1,other,other
Ralph,F202400641,638162296,GP,M,16,U,GT3,T,2,1,other,other
Sage,F202400642,641705414,GP,M,17,U,GT3,T,2,3,other,other
Julian,F202400643,507378216,GP,M,22,U,GT3,T,3,1,services,services
Gloria,F202400644,383852401,GP,M,18,R,LE3,T,3,3,other,services
Nathan,F202400645,832212472,GP,M,16,U,GT3,T,0,2,other,other
Caroline,F202400646,959662460,GP,M,18,U,GT3,T,3,2,services,other
Helen,F202400647,396216363,GP,M,16,U,GT3,T,3,3,at_home,other
Silas,F202400648,508788577,GP,M,18,U,GT3,T,2,1,services,services
Manuel,F202400649,314970911,GP,M,16,R,GT3,T,2,1,other,other
Maxwell,F202400650,505077684,GP,M,17,R,GT3,T,2,1,other,other
Ivy,F202400651,366575902,GP,M,17,U,LE3,T,1,1,health,other
Caleb,F202400652,845821872,GP,F,17,U,LE3,T,4,2,teacher,services
Jill,F202400653,107999614,GP,M,19,U,LE3,A,4,3,services,at_home
Manuel,F202400654,272324806,GP,M,18,U,GT3,T,2,1,other,other
Holly,F202400655,610394752,GP,F,17,U,LE3,T,2,2,services,services
Martin,F202400656,392806566,GP,F,18,U,GT3,T,4,3,services,other
Jamie,F202400657,814772820,GP,M,18,U,GT3,T,4,3,teacher,other
Philip,F202400658,877143158,GP,M,18,R,GT3,T,3,2,other,other
Madison,F202400659,156522725,GP,F,17,U,GT3,T,3,3,other,other
Lawrence,F202400660,172311567,GP,F,18,U,GT3,T,2,2,at_home,services
Marie,F202400661,506064344,GP,M,18,R,LE3,A,3,4,other,other
Stephanie,F202400662,625991655,GP,M,17,U,GT3,T,3,1,services,other
Blair,F202400663,269086532,GP,F,18,R,GT3,T,4,4,teacher,other
Lauren,F202400664,803340053,GP,M,18,U,GT3,T,4,2,health,other
Caleb,F202400665,707893958,GP,F,18,R,GT3,T,2,1,other,other
Felix,F202400666,290001107,GP,F,19,U,GT3,T,3,3,other,services
Carolyn,F202400667,990992624,GP,F,18,U,GT3,T,2,3,other,services
Peter,F202400668,649926288,GP,F,18,U,LE3,T,1,1,other,other
Dean,F202400669,725882147,GP,M,17,R,GT3,T,1,2,at_home,at_home
Antonio,F202400670,597161052,GP,F,17,U,GT3,T,2,4,at_home,health
Ariana,F202400671,838243659,GP,F,17,U,LE3,T,2,2,services,other
Taylor,F202400672,347970258,GP,F,18,R,GT3,A,3,2,other,services
Jade,F202400673,796849262,GP,M,18,U,GT3,T,4,4,teacher,services
Cathy,F202400674,376816073,GP,F,18,U,GT3,T,4,4,health,health
Fred,F202400675,818264808,GP,M,18,U,LE3,T,4,3,teacher,services
Manuel,F202400676,426579210,GP,M,17,U,LE3,A,4,1,services,other
Luke,F202400677,463310986,GP,M,17,U,LE3,A,3,2,teacher,services
Angela,F202400678,371247270,GP,F,18,R,LE3,T,1,1,at_home,other
Lee,F202400679,532416543,GP,F,18,U,GT3,T,1,1,other,other
Isabella,F202400680,329319209,GP,F,17,U,GT3,T,2,2,other,other
Johnny,F202400681,620780478,GP,M,17,U,GT3,T,1,1,other,other
Maddox,F202400682,416521522,GP,F,18,U,GT3,T,2,2,at_home,at_home
Irene,F202400683,488106069,GP,F,17,U,GT3,T,1,1,services,teacher
Gavin,F202400684,596101473,GP,M,18,U,GT3,T,2,1,services,services
Blair,F202400685,346010661,GP,M,18,U,LE3,A,4,4,teacher,teacher
Cassandra,F202400686,475955801,GP,M,18,U,GT3,T,4,2,teacher,other
Abigail,F202400687,134972808,GP,F,17,U,GT3,T,4,3,health,services
Tom,F202400688,369127020,GP,F,18,U,LE3,T,2,1,services,at_home
Pamela,F202400689,223068219,GP,F,17,R,LE3,T,3,1,services,other
Lauren,F202400690,571377315,GP,M,18,R,LE3,T,3,2,services,other
Amber,F202400691,305345526,GP,M,17,U,GT3,T,3,3,health,other
Brian,F202400692,266840533,GP,F,19,U,GT3,T,4,4,health,other
Tanya,F202400693,352900483,GP,F,18,U,LE3,T,4,3,other,other
Sara,F202400694,910923639,GP,F,18,U,GT3,T,4,3,other,other
Victor,F202400695,414498779,GP,M,18,U,LE3,T,4,4,teacher,teacher
Lauren,F202400696,309993599,GP,F,18,U,LE3,A,4,4,health,other
Craig,F202400697,771347289,GP,M,17,U,LE3,T,4,4,other,teacher
Isabella,F202400698,465636683,GP,F,17,U,GT3,T,4,2,other,other
Colton,F202400699,329073810,GP,F,17,U,GT3,T,3,2,health,health
Michael,F202400700,362838458,GP,M,19,U,GT3,T,3,3,other,other
Emma,F202400701,591350935,GP,F,18,U,GT3,T,2,4,services,at_home
Travis,F202400702,931323216,GP,M,20,U,GT3,A,3,2,services,other
Audrey,F202400703,784979792,GP,M,19,U,GT3,T,4,4,teacher,services
Caitlin,F202400704,295492546,GP,M,19,R,GT3,T,3,3,other,services
Erica,F202400705,377406888,GP,F,19,U,LE3,T,1,1,at_home,other
Hannah,F202400706,961998170,GP,F,19,U,LE3,T,1,2,services,services
Caitlin,F202400707,433974388,GP,F,19,U,GT3,T,2,1,at_home,other
Allison,F202400708,975969046,GP,M,19,U,GT3,T,1,2,other,services
Ronald,F202400709,970627103,GP,F,19,U,LE3,T,3,2,services,other
Jason,F202400710,780060344,GP,F,19,U,GT3,T,1,1,at_home,health
Ryan,F202400711,955086696,GP,F,19,R,GT3,T,2,3,other,other
Holly,F202400712,194675323,GP,F,18,U,GT3,T,2,1,services,other
Grace,F202400713,267150510,GP,F,18,U,GT3,T,4,3,other,other
Cathy,F202400714,143662152,GP,F,17,R,GT3,T,3,4,at_home,services
Virginia,F202400715,558861664,GP,F,18,U,GT3,T,4,4,teacher,other
Sam,F202400716,401866061,GP,F,17,U,GT3,A,4,3,services,services
Maxwell,F202400717,498890614,GP,F,17,U,GT3,T,2,2,other,other
Raymond,F202400718,948083048,GP,F,17,R,LE3,T,2,2,services,services
Ashley,F202400719,654435150,GP,F,17,U,GT3,T,3,1,services,services
Fletcher,F202400720,555372649,GP,F,17,U,LE3,T,0,2,at_home,at_home
Brenda,F202400721,266592097,GP,M,18,U,GT3,T,4,4,other,other
Corey,F202400722,847614359,GP,M,17,U,GT3,T,3,3,other,services
Robin,F202400723,306872602,GP,M,17,R,GT3,T,2,2,services,other
Lauren,F202400724,524608891,GP,F,17,U,GT3,T,4,4,teacher,services
Sandra,F202400725,954101472,GP,F,17,U,GT3,T,4,4,teacher,teacher
Heather,F202400726,751384158,GP,M,18,U,LE3,T,2,2,other,other
Ian,F202400727,457804969,GP,F,17,R,GT3,T,2,4,at_home,other
Avery,F202400728,126409081,GP,F,18,U,GT3,T,3,3,services,services
Jack,F202400729,316684198,GP,F,18,U,LE3,T,2,2,other,other
Randy,F202400730,317839308,GP,F,18,R,GT3,T,2,2,at_home,other
Brandy,F202400731,322406958,GP,F,17,U,GT3,T,3,4,services,other
Allison,F202400732,383433946,GP,F,19,R,GT3,A,3,1,services,at_home
Brittany,F202400733,309720990,GP,F,17,U,GT3,T,3,2,other,other
Debra,F202400734,331173060,GP,F,18,U,LE3,T,3,3,services,services
Amanda,F202400735,849913801,GP,F,17,R,GT3,A,3,2,other,other
Jennifer,F202400736,707169743,GP,F,19,U,GT3,T,2,1,services,services
Laura,F202400737,692627619,GP,M,18,U,GT3,T,4,4,teacher,services
Jane,F202400738,510001121,GP,M,18,U,LE3,T,3,4,services,other
Alyssa,F202400739,852862724,GP,F,17,U,GT3,A,2,2,at_home,at_home
Donald,F202400740,164621375,GP,F,18,U,GT3,T,2,3,at_home,other
Lois,F202400741,655804981,GP,F,18,U,GT3,T,3,2,other,services
Martin,F202400742,796097609,GP,M,18,R,GT3,T,4,3,teacher,services
Reed,F202400743,320902666,GP,M,18,U,GT3,T,4,3,teacher,other
Aurora,F202400744,545109219,GP,F,17,U,GT3,T,4,3,health,other
Darren,F202400745,626291265,MS,M,18,R,GT3,T,3,2,other,other
Sophia,F202400746,203678794,MS,M,19,R,GT3,T,1,1,other,services
Melanie,F202400747,225919056,MS,M,17,U,GT3,T,3,3,health,other
Nicholas,F202400748,907910651,MS,M,18,U,LE3,T,1,3,at_home,services
Chelsea,F202400749,415341037,MS,M,19,R,GT3,T,1,1,other,other
Ronald,F202400750,643107400,MS,M,17,R,GT3,T,4,3,services,other
Jimmy,F202400751,435240538,MS,F,18,U,GT3,T,3,3,services,services
Ellen,F202400752,235566555,MS,F,17,R,GT3,T,4,4,teacher,services
Willie,F202400753,204363495,MS,F,17,U,LE3,A,3,2,services,other
Megan,F202400754,985701264,MS,M,18,U,LE3,T,1,1,other,services
Sandra,F202400755,890048629,MS,F,18,U,LE3,T,1,1,at_home,services
Juan,F202400756,837025321,MS,F,18,R,LE3,A,1,4,at_home,other
Scott,F202400757,826464918,MS,M,18,R,LE3,T,1,1,at_home,other
Magnus,F202400758,576807782,MS,F,18,U,GT3,T,3,3,services,services
Carolyn,F202400759,603404482,MS,F,17,U,LE3,T,4,4,at_home,at_home
Isaac,F202400760,760889450,MS,F,17,R,GT3,T,1,2,other,services
Roy,F202400761,501007081,MS,M,18,R,GT3,T,1,3,at_home,other
Gavin,F202400762,297823937,MS,M,18,U,LE3,T,4,4,teacher,services
Courtney,F202400763,851273216,MS,F,17,R,GT3,T,1,1,other,services
Paul,F202400764,849078199,MS,F,18,U,GT3,T,2,3,at_home,services
Elliott,F202400765,533222987,MS,F,18,R,GT3,T,4,4,other,teacher
Amber,F202400766,987164173,MS,F,19,U,LE3,T,3,2,services,services
Oscar,F202400767,586848582,MS,M,18,R,LE3,T,1,2,at_home,services
Sheila,F202400768,728184394,MS,F,17,U,GT3,T,2,2,other,at_home
Lucy,F202400769,930141176,MS,F,17,R,GT3,T,1,2,other,other
Jim,F202400770,812010166,MS,F,18,R,LE3,T,4,4,other,other
Valerie,F202400771,313251972,MS,F,18,R,GT3,T,1,1,other,other
Felix,F202400772,918909218,MS,F,20,U,GT3,T,4,2,health,other
Maddox,F202400773,795688996,MS,F,18,R,LE3,T,4,4,teacher,services
Taylor,F202400774,949674177,MS,F,18,U,GT3,T,3,3,other,other
Dennis,F202400775,478445797,MS,F,17,R,GT3,T,3,1,at_home,other
Clara,F202400776,474078883,MS,M,18,U,GT3,T,4,4,teacher,teacher
Nina,F202400777,352476930,MS,M,18,R,GT3,T,2,1,other,other
Lois,F202400778,758853611,MS,M,17,U,GT3,T,2,3,other,services
Leo,F202400779,341938702,MS,M,19,R,GT3,T,1,1,other,services
Francis,F202400780,678528145,MS,M,18,R,GT3,T,4,2,other,other
Brandy,F202400781,439516739,MS,F,18,R,GT3,T,2,2,at_home,other
Deborah,F202400782,189264959,MS,F,18,R,GT3,T,4,4,teacher,at_home
Hazel,F202400783,790699660,MS,F,19,R,GT3,T,2,3,services,other
Ethan,F202400784,447332565,MS,F,18,U,LE3,T,3,1,teacher,services
Taylor,F202400785,237823112,MS,F,18,U,GT3,T,1,1,other,other
Iris,F202400786,647862901,MS,M,20,U,LE3,A,2,2,services,services
Jason,F202400787,106098458,MS,M,17,U,LE3,T,3,1,services,services
Blaine,F202400788,123215028,MS,M,21,R,GT3,T,1,1,other,other
Elaine,F202400789,858916619,MS,M,18,R,LE3,T,3,2,services,other
Sam,F202400790,839406795,MS,M,19,U,LE3,T,1,1,other,at_home
