姓名,学号,证件号,学校,专业,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
ah6tFCremn9Wa5j9+Gix5bxvfvRdk9//XRztogaDIfM=,x+3qv1WW7Yj/Qo4vomduCjmyUXjEPdBjoZzBr/Y4vdQ=,pQLkHrNqL8lctLa9apR0eQdPcVzThyCndwYObKh8fyt654MbkNe9Xotrt7GYwNWg,RUC,应用数学,M,21,R,GT3,A,1,1,at_home,doctor
uyvt3IXsp8XfE2ubJpm8uIOLR6AhOmX2rkKaxs7AeA0=,95ZwaHtu/dPpOIySoMCKWA6LfvD8Akv/qaRMrsZYYKQ=,hZ8DrVC0h1j0ow5imZtBxBZ7uADxZekDtRxzqlqR3aqpF5AiQt8dU76H7YQgztje,RUC,计算机科学与技术,M,20,R,GT3,A,4,4,at_home,accountant
NcT3Nfh0cz3TEqa+AHNryQYKo85OG4zuzKFszG73Afo=,fzfqp4mVYw5eCtwGaYLa5IThuZ/0b+QNNcbePRTJ4lM=,WoigEtW47+FRUyAQ1V+zcnJOfrqF0lVTMWhQ3VuUdCJpHUyNaFh8N/6xjKb7+IRV,RUC,人工智能,M,22,U,GT3,T,1,0,doctor,worker
mkFOSuXoEoDwx4cvsKFigtWFMPa8wAfOGUT6IVol69w=,CyPVmLOTNT4+V528O4oo+OQgIoOpzm/Cl27RhbRWp8M=,S+/h4GGYpC8NtQQwzS5bPVwJGcUKi3xdGpR6NfWZf1mqGFmPF0UcQH/T+kOY50cw,RUC,大数据治理,F,20,U,LE3,T,0,2,accountant,doctor
u4taso15CxaDDgPTL7Q/uFeTzGjcHunIg4ttYJ7AvEs=,AGvXCFRpiWnzN7YFrSl7OnoUc/7nAD/hnN7/FtIqbRE=,hZkqC6PD1iQXSLzWELlzYemf5RCf1lhZ1rV00U6hN68/mxvPJRhfo4rQVrYlvnd1,RUC,应用数学,M,21,R,LE3,T,4,0,at_home,manager
dFUTavaoSv1r0A1beFG/5fjSkDdq5+ZtdnuqEC+9SKc=,eF3MhXPq2QQI2hrDf1FopumjakLmSMe6Sn4xqFI0UO8=,SngFDVpni2u3yyXR/Ya0FMaDDY4ETW8YL7GVmuJw9KVuV80D9nmbSREUDC143/gz,RUC,大数据治理,M,20,R,LE3,A,0,0,civil_servant,worker
7Z3TtxAWkSP+20wx6N7/ASLHg2z/nSMCb3TdzGE18Dg=,GLcfw3khMM7hJCaJPig65gRArKuVNTlTtNs4KEZdMeA=,aNtWuxPx3sJWZAeZFBoVCmtC0YSUcXV8IrMd1b666RdSDNvrLTHavSMGvc5J7iPh,RUC,人工智能,M,22,R,LE3,A,3,3,worker,businessman
ukciZd8gNrg0yh/GkE2yX8RrFW2M9WYu6GqiBayd4Nk=,ZHFZ50V0Ibmtcu96i4zzTPIoydJkDP1jI79wPmXA4/I=,x3c2U4/cDfsw40tttNhrzbZpylezlsfeSTXIcAc9ld33Hodj6YdW3yVVd2n+oHp4,RUC,大数据治理,F,20,R,GT3,T,2,0,civil_servant,civil_servant
5cBJyHofzTu+0Ror39EjTa//ae/wD5pERQb3BY2oUwA=,B0kvDRowfQOUOYaoF3j2kMcxjCPR63xSEDZdWqn6TTc=,iWsqFEdzRavZZsDg9dYYlFAd21ogQ8UunoO1QrAivnpliz/7+xCR9SUodoAep+Vh,RUC,计算机科学与技术,F,20,R,GT3,A,0,4,at_home,accountant
Z3JTmE5c6pl6i7Ip/UPmG3/vl6ULcpPVoqYd0blKfmY=,8yVNTc+eUnuWyE0TUIMR471lPKCjeLNrgU7MpTlK/Wg=,wwNzUJHIjxSlRFgcLOAsR9dsbJv6OZC8H1ijHKGakc67I+I4bOILghdsZGeBUW7g,RUC,计算机科学与技术,M,20,R,LE3,T,2,2,teacher,self_employed
WUbE7ObFmZGCsVugjEAIdQ+Bdb284sckv2+65amTk24=,jOGbYZ5peCF8vF+M+fy7KoRt3cLXjM7DasCnOaRkGIs=,b4GF7AVk8/9PRyI9t/c/0H8lxIu5Rpsi7miP0y5PIYe5GmIeiDyx8vdS1O0738be,RUC,大数据治理,M,19,R,GT3,A,0,0,civil_servant,engineer
WGkF9d391+IsqBVgreTgXAKPaKRoNiwz2bsQ5oODJws=,fGmrQRPmgZfeuiSI2e0hUJMwGzAsNBR9HAVu4Snmb5M=,UI1SNMqoNmCK1zBSUqdhMzsd6V5S79yIWLwORgn/LgPWRp1hZILslFC4ISg+Q/fj,RUC,应用数学,M,21,U,LE3,A,3,4,businessman,teacher
QGN0LBc015VfIDr7uve2nIEGdrztqftgNA7H3n4dJTc=,DyfV0yQn8eCx3PXfhXw1dE0i9ORY+XXD8bGnF0JKl9E=,/hz2RZGp7JokqlwzLiJcmwmmSzuC4fz7XHO+Mwlj0w6GsxlLkBDhQYHi/bFkG7ME,RUC,计算机科学与技术,F,21,R,LE3,T,1,2,worker,manager
vfRwZrXn56kBOUg4o/SS4C/zd+9XUpmkVWLDhriwjs0=,U9PV82tI7td6VzycmUohpodH/Wl6r9FK1JgdiqCX/tk=,TLDemwUzaQ6/iDJqCfYKHxpNaVJukdAU/9cyhdvC0XyowbUGDyK4obpm8OGxmjnz,RUC,人工智能,M,19,R,LE3,T,1,2,self_employed,manager
Yob2sa0Is0G6REHG9DVrPt5KTArZb5xmxBqJmxStPlc=,4X0uwO/JYx9jDD9USDtSsGtYCDJDAx0D2KYweXFUIfM=,FGXmU+Q0QC3PQ5TmXSRIs7Qd9Mij6cyTNniRFIhbFZuNh7uJeGCOF+K/64NKh5p1,RUC,应用数学,F,19,U,LE3,T,0,2,doctor,civil_servant
6S7KVvSflO8cuY9OyHxMsdpCl7PClb+54gB+8261J9A=,l3sSB5byfERQNzjzsyirhXzOASEKsKYJ3cw/UEiq2EQ=,N+dEUCJ1awcisoDXOK8TkkGK0PWyba/ovsEosLmjNorz1j+9kD/wELT45qYCtaBq,RUC,大数据治理,F,19,R,LE3,A,4,2,accountant,manager
Y90yvqf97iEMkiE7Ek1hYyx6AQxsx4jUBujP07H2JiY=,AhOAavck+qV037w+sj2Na9r1curRLuABE2se4nJ/7L8=,vE6BqQa1zlhPA9r5ZNh3u3TekForVXVV2Or0wNw3E9xY9p32/iJAaLgjU6COzA8i,RUC,应用数学,F,22,U,GT3,A,1,3,teacher,accountant
RDLvXV+Y7M1LQ9ffG5O6jWfZFoKM1y0+R5jaI4SN79c=,xFb2kXRj/xD9XiPBIYMPA4OiTd0myWYSzXnWEJsJGCc=,xJlPpDh7BsAXGJG/V1OTITv5U3Fq2KYmKhgJlV4gy9lzK6slsMfGUw6O483DvzJI,RUC,应用数学,F,20,R,GT3,A,1,4,at_home,civil_servant
YxUzrCxTk60fBUPfnxewgzNQKXtvA29w/Qb5lgEhob0=,D77Dc/4CMFs0sOam/jd41KMImT50Y2/aD3Nn3I+T9Mw=,zxNdk9OrObk97a/wXzVVzSn0ls1hqjaEyDB+BSMR0PGgVPz8rnVXo8lyeRVtCh8T,RUC,计算机科学与技术,M,19,U,LE3,T,2,4,worker,teacher
nJMHjE/04/5fGU66O4r4kZhL7pMZ3OkX3E+A5PwH810=,X4dV6jS9ElGUGn3zLaKqhfZ6/m7Ub3uIKk14Uzys/4s=,0TAtOV3PwvQiLNfZZHWFn7+uOp6XQlKxCovF0a7UKhcqBMWDDm+35H82ANu0pa+G,RUC,应用数学,F,21,U,LE3,T,4,1,teacher,worker
6+6DVcXqKbCAHrmEWL06EV/yYxgah0WxyHvGs/pG1vM=,qYIGM5ACa1RRUZwndS80u/vhw0nIVpltZj3We/d/atk=,Sh391wquoYtzwyioE+kAP9InH5hON/WRy4e9kGT0l2IXZ9YMxIt925L/U/SBqrxK,RUC,应用数学,M,22,U,LE3,A,1,4,manager,engineer
SetSBq8iaaGbahHvUMkrIZQ1f8xRWmEdmFaCLjL0k80=,e1V2myJdqAI1IPnlkblsxI+I39KJL5l9dXW7SNOJzDM=,5pCAMFrQeEAPKJGJCvGbMCBAmyrLZ+k/iW2AgYG1Bm/EOlkdXUyALraB/uL1aGJw,RUC,计算机科学与技术,M,20,U,LE3,A,2,2,lawyer,civil_servant
ijgeYmwkfMY1kg2ECegyQoW5+lu1cdr5AaWB2YRFGfk=,H6impY3XQbJrJvZQJrNGt4y0q5x1zNZ/HqqnD87KzCc=,4uJsYOfSuGxPw3tcZb5XJ8fJjvMb9mWY77RKp+DBtxP/MAV3LN1DoikBolkU1vDL,RUC,应用数学,M,19,R,LE3,T,3,3,civil_servant,doctor
xwsnhH8kvV2pfNptXE9DsiuygdcKWOWh6ua/l/69+f4=,cV/HfS4KHhBdQtZNnqbf89T042DfanmQmQoQ72fKp0Y=,jzemIqvZYcA4k9UPmDpzi4mVIytfUV0wgmmW/aD294+chKTKeSbkaSqDXZAmkcA1,RUC,大数据治理,F,21,U,LE3,A,2,4,worker,teacher
hP3vYmCQIbb3szJSPEsNVG2XxFUrmV9h1LTDObOz/Lw=,ve+bI7FSlhwLOY8TQ45PVFjIwUJqKObMT3esI9+vZhk=,BcIhFUwUUgK823XViV9q1pE5lyQox5R1kETI4QNQd7Ain+HQiQmMfg4lPmzOEmVb,RUC,大数据治理,F,21,U,LE3,A,4,3,teacher,lawyer
yGsuwyD7SZj8MbGuI0culGg3w+R3xTL0G3EJ2dSMEdc=,Tp1Dzjmhn0arbM6iBHYcEKHQ6661zbElGuzt4oDz6W8=,s+q6nb2LdUy/D4ob7IT43CMyQILyP/3DojZAXEFecpmBu1hKK4ovuJj4b/CJVd3f,RUC,计算机科学与技术,M,21,U,LE3,A,4,0,businessman,doctor
NWcsq98k23ifsCbm8Z6tq1OO4U858sPQPDFDxqLKUAk=,tzBRfhnx4X8DhRlL1iitOEwaEE80MTPHhZGeVD++hu8=,SJxILoS8/yFAIUAekehYORmXg8QzP8gzWlp+JwiPUFfTo7I+TY9Ke3UPYS+G8NHF,RUC,人工智能,F,19,R,LE3,T,0,1,teacher,engineer
x4FITIV4YWmHwLjD7rckrhhD+9EQ0eLb8u3lBGQH2I8=,tHOGIyqOsqEFMsI3EQus4Kl+PsxI+k1rROxp247LxIM=,6WjyjLEH+HXRCQmWvhZL0cB3DZHFD/6XtiU8Ng6C091AO6N27baVaLZBGxist2gq,RUC,应用数学,F,19,R,LE3,A,2,2,manager,self_employed
1rhO0K7eL/2uBOdChp+Akg0DsfyS8LW0Jo0yt9+jWU8=,B5nqEG8jSOX5R9p/vUvpb9zPiuShPP6lL8BIJqpmdb4=,iCnqPbA0zIROa6jDF/+kyhCxGPn0ve7tiIxQD/0LYmBnbgIXPcDmfQqoXE4Lpui1,RUC,计算机科学与技术,F,22,R,GT3,T,0,0,teacher,self_employed
PtVj8yF9GdpY03jvPKJ5WpdirjqckG+TNvQXW1R+lk0=,Zkh+74hgh0TRRwNwzMwJF71DOiPiXL8fCe4Dut/up0g=,bg8FTFr0erSARFXGRIsui+xUahBtfENU3fBFe3edq3fgFW+t66YlAwADuleNgJ/k,RUC,计算机科学与技术,M,21,R,LE3,A,0,0,accountant,at_home
qk82eWB7BubqjLPfnNSrp7SSjyJ23B0DKTG+sdHXnX0=,ObVBTPW03dkINHrOC2CCwyM5FN7JCVXZMgDcHbnkOL0=,DjbYP7LticKlewhquCPfXzP1AmFb9V8EPIgIc4VpLK+c439FFxqVNEnXE47V9nxB,RUC,人工智能,M,22,U,LE3,T,4,3,civil_servant,lawyer
081FSZqRxCprGorc2e6XPPXykIOVh6tECxEYT0KFzxw=,c/pksABhWSZrh6v9SbreKCzEZrN7htWOIWuw7DsFN9M=,6/v67Avb1FEZRSFXKoWgRJjm2XXhWeD2dGvCq3rtBa3Nqgnyx2OTx8wM3oBd09dK,RUC,应用数学,F,21,R,GT3,A,0,3,worker,accountant
tD085VOwJyFKvPnIXX8OvSdrwP//0l1pvwPVZ3Y1Qpc=,b+seVv0/qlWewHvjcayCKsnldxm11WmTJAJczDRRNz8=,R9lAcyEgFj4Rl8CQyDjCvEobonD7FZRkP5xA5xNW0EY0aVXHDUkRyINqMtm3yNK8,RUC,计算机科学与技术,M,20,R,LE3,A,4,1,engineer,at_home
c3Se04UZVZfHGpuigwHttui01/uORpPRQsikIEqtreE=,4Nb1m7VIUHPCEc+ptir/kFqdtSMoVN4kXARA2+f46vU=,TaGHixWjct19Zk0tkdaP4m2CZmHrg4/DwAPrWqxSQbnypcKVF44XL7Nh31F7LX9I,RUC,应用数学,M,19,U,LE3,A,4,0,accountant,worker
QqIESFZs1AtZ6CQSSr+jd/uf49nkOlYv4eEmOT67SGo=,sQzY7HqK7cr62o3cCj5wxPKaVU7GX7jg2eIxl0uLw8I=,YKc9wODpjzSc59GiRiXotPzRVcM7MYgGmCvW/HHri2uJXQ608AmFv6s77OUt34Lf,RUC,大数据治理,F,19,U,GT3,T,2,2,lawyer,at_home
vbrEkYX4lFBNKE3fbKUEuL1ZO0nJs8ZI+x4bamnv8JM=,z7PFI4B4g02lG0syTaZbPu5Va87XOpXlUOb7O4ziCak=,VQ1JJvv2CUWNMVSJMzKL+V8ksIlst2JEdtug74YZu1+UUrCag9eRiFhnGsO1L6K3,RUC,人工智能,M,20,U,GT3,A,2,3,doctor,self_employed
X9LJNQMhMvbaQIcbaxHoQ3VuL+acTdGbUVKnlzqsuLU=,o8SR4PZUsoV8X70JMB8MbdaZnHaGBFxYcMLLZhlmkOQ=,385VZCIRutOzQOGCsL4MW1IivOaG3pKBEaBykkhqRSPXOw+sTdibcyIhUbPi4zx4,RUC,人工智能,M,20,U,LE3,A,2,4,doctor,lawyer
ZYyEouZPgMjWT0vEQWi6DWFHMLPzcE3afPOg/KBW4vo=,/BMckjIZcZf6zVdNaIvxpKG0YKFFYNQvTW18RcELhLc=,uovZpgi35koZiYjhgEqqUdQANg3mKCBalXNYCTHoAWFm/2L4hleV6wN6SFcyRpxJ,RUC,大数据治理,M,19,U,LE3,A,1,4,teacher,worker
p/UeaH4/36q8Ce8M1SpgvnMnuKPpRs4magJtWewwzL0=,BN156p/VcQhVldkjQWcqhSCnIUZr6hp0s7POHvhiVL8=,b4xtqmDRjKB8zzR1qPs41Qy5prq2+XfvBNkbHNx5g+d+UYG4VBhbyzrv8PMtZa0h,RUC,大数据治理,M,21,U,LE3,A,0,3,at_home,worker
l3WmTc0+PE27LTkdaQzu51rVUQuNFtpAeq4aWz/irjE=,RZ1JR89/widMM1kJZw1HYZOhOwaxXaCuO79AvAgxiVA=,R/RL6qIFBPcvJJa9rhb6ONpBAgwpwixkLUwoZUoKWWomadYoD9CkQwiOhUxDU5dS,RUC,人工智能,M,19,U,LE3,A,1,0,teacher,accountant
D3Zti3T45kETs81yTR60Dpx8QRtmqtn73+OvSGgnCyE=,K9oricX149+VwpDstL8sD/avyv4oIYQaFKBMCJynsSg=,bpEMmpT5sdMpUxz2TsDfOT3M0vxY2PvbeY7/faj1a5lLBgrLzoWQudjnZkw99HEo,RUC,计算机科学与技术,F,21,U,LE3,A,0,4,doctor,manager
HG9QOXuVbQDL+uiSgr7/RCZZ+nFgodp4byne7BHfKMs=,jA6U5X1JEfMeU6+a1HpYni1w0PohnKMpUIKxMxX90eE=,tRYnFBs+cO1r1WNQqQJXTh6HU6voey9xTRAYioFWhUiLfL9CPQ7hwuMddOc2VVL8,RUC,计算机科学与技术,F,21,U,LE3,T,0,2,self_employed,manager
5snGQh3DUdAB74xU/+UXXuCPx7tOfSscNg204tEGWj4=,jQXvn39E6c5CafuO+5wC7Rfzjjg+JbTw/IMmd/N/ZFs=,sLNZ7OA7V7dJ3inBPrEFPhZQHEm+QXqjQ7dapEAuBUpApxzKexWH01G7Xvkk0pjD,RUC,人工智能,M,19,U,GT3,T,0,0,engineer,civil_servant
apmrvRcdF5SduuyOQh9HHv5KVA5bfOjDZwJXmcPuS7o=,ADKkOHB6uDZTEafPZ0DprAAY/VbkSbABxuapvLSRXF4=,8N3RfWbotiAUTLvSWDf0ktJ355QfnmpKTlW6S0BKchjAJsBtJVuho48ugyS5+kPP,RUC,应用数学,F,20,R,GT3,A,1,1,at_home,manager
CZtgXJAHFCJ866ECxqatrElLagbKe0jGYpW+9/YoBJw=,/I5iZcX2OiGPr7RmpgoQTAnW6XpU2t4/kpidlLfpAT4=,+Oc7BF487bxoKzk3T4nL0yMy18OAvbjOV4fzeOPtLxaGuEupX3rHADPW85WgTbNs,RUC,应用数学,M,21,R,LE3,T,2,4,worker,businessman
PE0d6FOH8abjfrEwefGDcuS5svbrj9Aq02coPEqe14s=,HYXScWDf5o3DdJaxzU3+2EQ6RAziBRg5nZGzh8D+8+8=,wQ4wBi/ERzOougT87np3BdkzQnXzMPjrR6uWS5vbkxrjyreEcKR5aGjvfjlibthr,RUC,大数据治理,F,21,R,LE3,A,1,4,manager,lawyer
3DX84Yk3mLO58Aq4pXbDKVK3IFsXPkjZPNV1vlVjPgo=,+y1Cea1+jTUinn0E/TzyA3OZmHpnjPwn2F76kGaOR00=,u2LKK9HBXA5v61/oa4e6FrdBarxoFpZSpHGHYjpH7NBajxS/1w26yX4ESmixzr33,RUC,大数据治理,M,22,R,LE3,A,0,4,civil_servant,businessman
FdGZP2DwXel0IrnnvTj17lW8lGMWxSOMqTmJWN+r0do=,tuingKf4JX0bJ759NSRNOjQJf4OUdal9reH4usWOmjI=,E6/Yj2Pt8j/YbsH1mS4gkO7v8T1YuWNWPws2VF6PW566GqwGBEvV5JSJ3eH041Ry,RUC,计算机科学与技术,M,20,U,GT3,A,0,1,manager,accountant
e7JrIEAa85zRmxKPdMocidO5KJEkDwEnprH+My+EBxg=,dClseTvYNXfQdcUcB8MBEOySjTX7Dsu7Tmq1i6sJuP4=,tBnVpsi/sY9hoIxcl3jFZJOPFTMdxsYXz7sD8ucpW+lu6+g2EraD69HncOVSyyXD,RUC,应用数学,M,19,R,GT3,A,0,2,teacher,lawyer
7xEx51pIymyHTF2eIMxIUNre/SRbfCd3hxWJY27Rl2c=,LJz0oZnlrlZRbGwv62FUEqIbov+uZe7fSPPi6emsVYk=,YT3Jkagh2HDGpNBTpqAPIHGvvAemBl7ZWLLtTB6pVdyiCQoIqyo00EvBbbPTClcH,RUC,应用数学,M,19,U,LE3,T,0,4,doctor,manager
c+hIdaherF2D+2CunL+VIEEZBHa4G5WGti47HSK9OJA=,EQX3E1IM9OCPusHWxAEKAWl9nd4PeS7rqJPuepyUmlE=,rmLwDf0SiOWdEifj1nP7dCY6/W+eF4a5Ya056n0nYrzAoke2woEQ0r5UiOst9XmN,RUC,应用数学,M,21,R,LE3,T,2,1,manager,engineer
l+U4H+LrfniwRVdpG683AlGBUsk8s62gK1JDsrcAyTE=,mRpygFE0s/K6XzJDmTVI/mU8KIHeG6zXH1wLx/ITCXs=,IWqbv1VeDFSFAFc18hyDOfIDzGalpe9YIKECcSKerRLKfppOqQprIFCEcADdN89w,RUC,人工智能,M,22,U,LE3,T,1,2,manager,worker
dhsvBSSyJHqwntMDLXMzBClQ0lQ089loMEPR3mgFoec=,FONIn4OLDJOeYPg5N+kABabBe+c8Pd4cF04m/qwCfG0=,CBtzuqNtg4nJzvjBToTlnrO+mnNV3bi3K5cYeXVilikO6psWDSwj91CZwx7yk/h3,RUC,应用数学,F,20,R,GT3,A,1,4,doctor,doctor
xIn99oMu7hBcV8NHNWiFQb+x4QLKEDOEaqcMiF86B94=,yxDJ81B9GpCW5vDsGEAdxDQ+e6YK/map4yxED3dR1XI=,MdHLG2MDf6l9hoaBVL2ZrxpLD+ySAuPm6iX8uZDU2DfPND7FXizTKcBmA/9/IQ18,RUC,人工智能,M,20,U,LE3,T,3,4,at_home,civil_servant
oF7Xoqibri3xwozXzZjBz5jv73aB8R92kwAbHSCyGdg=,CWN7HIhf78ZBALV7n+liZAr3hg7y9Y3c5LpBoEQORJ4=,N8y8GLXFFeIl7nDK5V/EXuWYGwsezXr3siMJoi6mid67zWgUszrMWBIQ31wRmf+k,RUC,大数据治理,M,22,U,GT3,A,0,2,engineer,at_home
cbka0s2elkQu3oMK6F9WuDzKKWVYLnF+Sns3GCNukPQ=,GSrmvrehgblothdyMxyRB93Co6kazPI8ewBC2WmMjlo=,Krsl+k4FnZIJe2jvZSsK+KnHdhSNBuRK6+l9kAVCd4Xea0gP9mEep/4ruW00iSL4,RUC,人工智能,M,20,R,LE3,T,3,3,engineer,at_home
znfYJ3Tz5XBRdVgBu+ZlRCs4Tr2Og9H1EPdZWGP9Gko=,B4TPetRT4pJ0Cu7ghoGfKHjpL2LrBwFXILZ0p/DDLJc=,b/qOZXYylMfjnWCUNfrsDp0x5Z/miOEIyRPgTJRLp0ESxntXHcLFob5iLCBfFEtA,RUC,计算机科学与技术,M,20,R,GT3,T,3,1,accountant,civil_servant
gYBQcdvx3wusiBr7+ZF76noPq3GUI4pUr3JuZ0JKDZI=,10dzNW9O0WUk2ovKA5GNOzmTga9PUtMC4HQQ11NcXhA=,Ji/qTOWVy5q8kpfIDkoLWcnwaWY/mrTDz5uXXZXvn3lbGObQx1mZVc4DFy0ByuXd,RUC,人工智能,M,21,R,GT3,A,2,3,worker,businessman
G271NnMYg5ISkYvMb2g0MbtS0gzwcJrqNmMCm4bZ/2w=,IMBPfAtAAp/IEM2zsuKsVfZH8UIXQbhJ0LkaIsyB1fg=,3etxkm5UQ8cZsRT1K4ZUruO8If/vrpdaGvG+l8CajOQeWG/ZKYcdLF7Xm1vu2bGl,RUC,大数据治理,M,22,R,GT3,T,1,3,doctor,doctor
ZvNpttNzh6mJDQ6oY4N+OjaHj9L2LcP9m3ReEtuW/b8=,TZR1Nx+t/v0PBMeiqy1CBwIOxVPy6RrC9+0QjVMC8fA=,8b8Io8M7nxdFir1gtLoc2MvQ8TjCcD8+yBYjJxiK6SQxZMLCpHiLByNX9etN6n4y,RUC,大数据治理,F,20,U,LE3,A,2,2,engineer,self_employed
YgSSHnrFTpMxdXSlgrmrud1SX5nSHnF2QwF/fMtwrGc=,y/RVbooVmcXUI674AEENUTrDS4xsoW/Dm1UuS7TAse8=,mak1af++6yKyEEXUSsjPEtADVUQPI+mqvifu/FmTVq4AoNLX2TutRxn3ePiD3I3p,RUC,大数据治理,M,19,R,GT3,T,0,1,lawyer,civil_servant
IhEPmzQcnPgZZZQ6dfg5e1njnMyLDyAOxp4+WpeWL2E=,ZlE85lz/GahqvT5fAsKnSSv+6l+vLvSrVTdAuF3ke64=,Ok06kqexzhz1f7E9DJrp3giDUquYP1qHSkrRKXJsyzgFKLSWu54W868/8XbYgurx,RUC,应用数学,M,21,R,GT3,A,1,3,self_employed,manager
AlljzB9ev5vM32qltkG6HDFbLQboK8LJYPlQq0EYqQ0=,9Rbdlm58wwACnk6BrT1ajdLJhd9yNUK+NLkB21tpXn4=,ejSoQsVPYPf/BdGiWEzBWvCl268CmghJl3lravgJBeJmmMiTkqbwFouC4ZV6Pmth,RUC,大数据治理,M,20,U,GT3,T,4,4,civil_servant,engineer
j08Y5xCqEIdE6D/IbulUfGUdGQT+8jh1B7EUgs8Jfto=,kCL2149FjsxE6BsgimBOaajflINBH/vOUI3T8/742bk=,Ija0nEoTsNAVZwZKiKwnJb8MKq4Y1FI6WFyXSq0V/+lL6P4PIS8J6KiW7SCkqgH3,RUC,应用数学,M,22,R,LE3,A,4,4,engineer,civil_servant
R3gJlQwlVJsftnrVCvgHCclRvbK7exXP8F22Dmx9u60=,agWv4XPggTOy4jZn+qkOTvj6bXnPTISWYs5SKC75tTQ=,KuipBN2AQAMpPCgWe9NCL0f7rXIGRJROrcPxg1HV1KRR30qsUlU3k1Iddz8s3qb+,RUC,计算机科学与技术,F,22,R,LE3,A,2,4,doctor,businessman
hSIIVVD46BzWZAgjx/Fwnc8Me4/g3JW5G3Rd2Q5vUNA=,+gNZ6K6B1zShzcSM7QWS0zfzIgkrWJyQ4bAXFA9pM60=,phcVrGk8d3zKPeZ3UyZev0bSoaBZOyKalcUTSQqln/IVynjC+G7d6Ih2lzB/cW7B,RUC,计算机科学与技术,M,19,U,GT3,A,0,1,at_home,businessman
8z3XvWCio79kptu8W6kJj3O/NUI4tZID8m/cfwqsvHI=,kimmTxDKOHW2FBf9wzY/EObML9IKDvgeGsNOPpm5be0=,uXxiOtamc9v7ng+NQ3jx5k86Vr9luvwJ9KdgyspIugCBm6QJFZD6tijX/Plu/4fd,RUC,大数据治理,M,19,R,LE3,T,4,2,civil_servant,lawyer
dwqoFARfF8oYXjviAK90iKejE7lk30Qji05ZV3MHupE=,huiAVkZipLgrgnTGeDf6uR49dV7p8ty7XWPYM5INYpI=,cZ2kVw4P/pPHHCUVHU8UOwZHl7jDI0R7zOcrnA4izdWApFRSr7JPNwr/zrYGEjOL,RUC,应用数学,M,21,R,GT3,A,0,1,businessman,businessman
tS1OpDlAmQro/QEbWoVEzVR+9dYqkvkodXk9bevfhao=,gZNON+ka4dYRHXnvQRabwoUozRw/gwxMJbnOJKXMe0Y=,RcMAf4k747UmJq717Phv8YT05v8ZTWQQsLWl9qPTYxTRPnm3u59PLiZgsxsh67Dy,RUC,人工智能,M,20,R,LE3,T,1,2,lawyer,accountant
K9q5XYeUkK70bYuNHOoWtA6/iyyhR8Lozb+HxWxyCOU=,a5KwXZEj6HKmGpb0BU8OJLOyzmm7dXd7j6W95WPAD04=,Nr1H2cq+zBvtKX/XFMw+WdlhdHG+NHxsNXG5ZLi0mbfcBr9JwFkc5oG6SEzXwNCp,RUC,计算机科学与技术,F,22,R,GT3,T,3,1,at_home,at_home
n2T6s7G6cn1k7K/Fh4XJrVBIwjlvDOteinNssAHMmkM=,9gMoksrhiPT6MoGmPRvVlZOw4QvOMD11MURQCXW4ELY=,6XxdtLibNfWOIwJoYYwZ0YxMdyJQaRkOl7Jwx+e9Wn4wjQVja24BsLs0iUK7MBuF,RUC,计算机科学与技术,F,20,R,GT3,A,1,3,doctor,lawyer
xV4sbGMHB1IFGdDvqw+OpBPleVRVsydnH40CNjxTaG4=,6ro3T7tRGG+arML2RMCVD/0QJtaw0bfnx8YiJ7loohA=,HnKwxrsBJddqWqtlcJYCLtvxbF/hjAY/TdZScLf8JKtzdfmFSxgsmKT2oDyiGqQs,RUC,应用数学,F,21,R,LE3,A,3,4,accountant,accountant
wVBPk6ZHJU0q8IoWVxK26fHWOda0S89ax1JVv92oaSo=,xM9k+lU1l6OTxHsRZd/21pCJVhNmyfFqzTHq3yHXAyc=,nIgcipJA/HzQkLX1svf4uiHoeBBRtUECKnhn6mdpHEKFG69fVKpcDCP6m98rByqD,RUC,人工智能,F,22,U,GT3,A,1,1,worker,at_home
jzc9b1p1wR3vjQk6+0kHymsrmeDPF6iEzAzDlaw3kSo=,IM7YHnOAwAyg9LMSeahitBlc+K7hAubnjuPPhKkwTWc=,VmfiidX2ztU16oLfl3DMajGCuVVmobBl7boVdns4HR7Tg/j6SzweFgltrmK6KzY5,RUC,应用数学,F,22,R,GT3,T,1,0,accountant,lawyer
W+wrcNI5RaeKOmOmBhTLGePlrcCRbGIYvFjTqhm9G48=,nXQEKpsf9uKZfejDIFJWs9JqlZzNd9dbvcDR5pJziZI=,qnT9DtXNqQDA6Pg6wlue1EohVkY9J6uzSPw8PvaN79tIe4mKWPHzAJgLe5XvqCLl,RUC,应用数学,M,22,U,LE3,A,1,0,lawyer,lawyer
4zzJeAGWKXjKbeugGqWk7C5R4ZPbi7D+TUPpSpeQj0Q=,tZvnPMxlx3spJdRIkLRz5GI7EA431051O4SZDd08VW8=,1KDPoevSC2mIJniyM3hEQArqnEJLUQu0vFtcpM/SkDo8N98k6U4QQoQnFPopx6hh,RUC,计算机科学与技术,F,21,U,LE3,T,0,0,engineer,accountant
