姓名,学号,证件号,学校,性别,年龄,居住地,家庭规模,父母婚姻状况,母亲受教育水平,父亲受教育水平,母亲工作,父亲工作
3uTe8uUerRmRYt8aebZhWKK/iKfAxre3XvAahyxnBhA=,UjLvx1m7WUOdiMfU59Jg1gx9RfGXaVUEiBljC29Oy1g=,RWNZPrHj7Z6m0wczhLK1SIdzjqPJILaM5/jfQvhAIEM=,GP,F,16,U,GT3,T,4,2,health,services
Zt9SHw92UZxHxBtqySEYlx0WXUlGqq/L7TMZxu5BvkM=,kmIKfWwSCw1WrKvtHtnn2ZVckqHFShjQlhWCdRHlRik=,16K0x5J2rdnVqAdEY4dT/2EFwic2911bKf47HmNPCVU=,GP,F,16,U,GT3,T,2,2,other,other
mbQSbyfXrzIbDaF81cVnRAGGSJ9hlQaRpeAl3iYdfxQ=,tCp2c4hF1sD8Rw8j/1TfKBC8CAYj4nX88kyS3YhuIuY=,X0ArbdNFJDWomr+fMgfQURVkqCKsesBbdoYSjc88dE8=,GP,F,16,U,GT3,T,4,4,health,health
FVnB15v8Az6HhnKuGqc8UwXTXjboeXPy28UiYjTwI6M=,O2BtMA9li06DZDHpyLNudmuy02W3Ult3UOkRgo2V5EA=,47++VMKm6nKUCIPUKs9zkpmunoJnkyB4Ea7Pa9v4muo=,GP,M,16,U,GT3,T,3,4,other,other
wsKFK/qCXl0aJLAt2Bz7q88RUPeHA+9bz1hxDq3fGkU=,lPqBWzjndkjrJ1JNn4J0TBEj4oC2zeq1v7Txv2FpT0k=,xdDDcPJEaD2NJGPKeMl1pk6gskfmZEHdZiF1/covz0g=,GP,M,16,U,GT3,T,1,0,other,other
1NGFzGQ6jwBsLzgRNNGi/hmW/NkDNZdSGsDozpkevC4=,qXITOY3dQKOLNXy/a0N5JkM4wIxBhWucPEVUgX22wzc=,fiBGbg2eibAdW/SfsjRiLqb/pL5ygSKWKxhsRG78Nws=,GP,M,17,U,LE3,T,4,4,teacher,other
y8Ao2HyWTOerebTG1OxT8XkKZvzk3zInkKuASQszb4s=,a4FYqjVMWNB/GRXOTJCDK27R6wICls/v7OW84R6Wj8g=,L55ESuzA29+0lLhYyiJkMlQTSdYAVq22L3/BNmVI5W0=,GP,F,16,U,GT3,T,1,3,at_home,services
QCwXBhPbe6lU9OPdik0ffrzKRApZz3ZzkTYKC4U5K3Q=,mWlKQdlnlsET87sAbBmgQq4Z4t3Edb8/zoGyUoM2daA=,TIxGj/e1EePHKXdbiTilC2NSjFPqBp1gG78/o/9hjOg=,GP,F,16,U,LE3,T,3,3,other,other
wrXlIWjA5u4yb5fexrDtTp8dzyyoUEaV9bki4l/VotQ=,91Fe7uxB5HDrWeeIZcUs9DiGbQMS0lmrmG25ZNcBf+0=,zEuW4yW2sPfcdzRjhn+H5G3fTen6+iV1uA0sGDhNQWs=,GP,M,17,U,LE3,T,4,3,teacher,other
3OOmhw899GS+YzECzWIO/7XHBh0bmFABhoPlI84WBAY=,Zx0tS5Oa5THfbY9a/1h3CvglevOJqG1cj8dlTOC2txQ=,P6QgXQIji98bFLEFng+W+qpdzeGrOV0M/90QqKPWtf8=,GP,F,16,U,GT3,T,2,2,services,other
U6s5Hx0+qbx3B9ti2UZAWGI2CftrI2yitfmCwXJkhOg=,TqEXo9ebyTgxwlU0U+dw1YEFAXY32HCSvV4EC+kzk+k=,tKqiuXuwI3FiDVNNIFz5dV6bxmwirpneHO7145Z9LCI=,GP,M,17,U,GT3,T,3,3,other,other
SY//TIz/In/2NdU0jH7Js/KUCmImGebnzEDbKHG0V8k=,y6mLlVl2IVcZ0pG1JX3BotiGqbGVxs2E2gb0qn8v5vg=,eX/PeyxF5IYoIqU7sXqRu9CMrQfI8y2EMD0JCuDyk94=,GP,M,16,R,GT3,T,4,2,teacher,services
J6j7eLrElK+mjuNicxmMKT/kiEG+OT024KTgOP2SjA8=,F6PgXmKY9Ld1ezqLXU/XljYBAdLgOOIf1Di+QDRfXQg=,CEwiqB3BiMxMQIJpCCdbMiJd4N0zC5zUwqGVuYVyHdw=,GP,M,17,U,GT3,T,4,3,other,other
vve9bQXbCBiN8CJ+lN/RT+DoBFH//aUDe/xTZyfepgM=,xPyPxkRfmzZ4iCYo8RJ7LY7QI040kWXarara6LbB1ks=,6iG0UsDriJSoWCDcGTVRISfS9V9pJqoKN/G+b2x3BDE=,GP,M,16,U,GT3,T,4,3,teacher,other
uerBoZpaL2qaatKPJAZ/OHXX2MJ9ScX7oiRWICzqCL4=,oj1N9LyXBKBgSqJwhdHwVSFJINh64kk5bGNVqwde8x4=,O/r2Vkar0stEJ3vcd2C2X8s1ko7To/tiKbejKSjWFnU=,GP,M,16,U,GT3,T,3,3,services,other
vYj2Rk4WmtJnZJZtKEVPgnhzCsK+KHi2uKY7Y0bAHyo=,pOXrq0zzTKOVa44VF5ggfIZIP50XZ7NjQxJARKZu2gY=,UYVmB0IGjgjfFrAFhAAyoDUZYz2nuh3z6jZN6nZ8qbw=,GP,F,17,U,GT3,T,2,4,services,services
cc8pjfZHyggq/FMfxeX9K7r/LrdM2NPZZXWFxHIddgQ=,8pQnAuCkKzaMQfnyXzdURVNngVRZH8hiU6hs2jRX+tY=,1nMKWWQOKktWTz502cD3pU0pM4ElMQBi2HNdUgaHJvY=,GP,F,17,U,LE3,T,3,3,other,other
ine1NurJZtCni2VlVrHPXSHoRoMjdnaoz3OH2Q2nXh4=,noPRlPhcjvkeCN2ZuKbnerMYyGqMY6KqzJfROdSftGQ=,xXAFp6pOskm06pTMRxKj/jUL9D8fgPsGJuBGcUmxw08=,GP,F,16,U,GT3,T,3,2,other,other
P4opNN/RdAUCX0vPhifKifjaXY+V9IukJ1dbmoc1eCo=,9c4iRMuP/zwOI0+sH1PO3gdycVbfGR5jaD9QgMVxVw4=,qv6v5BqQxDQ/phaMGXDA8cvbXISrSdaR3qP1CjAxpic=,GP,M,17,U,GT3,T,3,3,services,services
EGj1BY6njdhLODjYbtEeDLHVlssKwxisoXCjZ0U0ghU=,cu0B54D6luTAInY3PxR3oQ8OMG2Fs8yI30Ud/FHPCww=,9SwqSwyX9slwj5LwvKgYySssQq2Neju2oaHGBXDJ3XU=,GP,M,16,U,GT3,T,1,2,services,services
mXTU9tzEJfO8AKpFKbtydSkYoyY9Rzl/GqWI16nqBsA=,/BncBIHsQnNHq2bQXJuJYF4NxXBe5z8flDIx3kArooU=,/qE81+pw0vXN2BnUrSdCXOv0zRsaDAKhkKic1vS/Ad4=,GP,M,16,U,LE3,T,2,1,other,other
zLD5hS6QpDL5yMpvbWAbbjREDnPOvjtO1Mj44yx5eGA=,wEEmuGjeL8HZOScpS49r8pBSwAlChX+cYYrzq/lKP+Y=,nfQ9BBAKtdNMgPKAr1BlUlkXR/U62ZPPK5d5PZLBoaM=,GP,F,17,U,GT3,A,3,3,health,other
P2wtH+YvQfdi/6hAHXYoxFjSR0TOMreq8/A4OVyx75Q=,Apt8VdFfeek5EhIV59vSus8P4AqF/lKScT/JW7Z3A1c=,J6Ng8Ari6wHWu6RcxFuq9RSpPuY2CHjMgdZrfMnxJpA=,GP,M,17,R,GT3,T,1,2,at_home,other
EuZ3mBnD8lv1JZPVFCNCimCUunfIZdSy3n4Uwmsn5Aw=,sZStgAPNIaYDB8BEuBe6KzAZbQNxc5/P+D2dGCggafk=,dcE4bMoLyf5DMLNdBxxk61/vrFGSOJ8jrKiLDbkvOoA=,GP,F,16,U,GT3,T,2,3,services,services
377FpLiBOikC1wpzUjWT/szegkATSXUl261+iUW7/Ls=,olOPQGJysaDZ8hYYCH9oO2GfkDAoeH6sZyOwr3iUHXc=,tAqq7a55SwN9pPv9bBoRq1FGuq+/E8dF6mIutQkrC5Q=,GP,F,17,U,GT3,T,1,1,at_home,services
IsA/x9DxdtBGxSCLgIWM4MUhDH5wWhQ7lQMGbgPl3r8=,44iGh7Nc+T9+JSzcWWEiVcVJydYmGBGVT90lrVNF7aU=,ltvJ04DUta2kQjSzrAAkOzrwYJFZkhUDcNroAxNJBfo=,GP,M,17,U,GT3,T,1,2,at_home,services
APAGKr9ytsZxZqx50M3eT/5OEl8c+wtZqeyOr9iezDw=,iuPg+XV5dBN/A2NTlWHMY5SG+JIUB+bhWAm9iYJSUG0=,Ra/UrqghdtV/8gYxQ0831qNV4jYFfU5TG3Qmrw0ht9A=,GP,M,16,R,GT3,T,3,3,services,services
AUG0Mcjv0O581e28u+z7T4pEwi3B/0r3lhtRlquK4As=,HdskyvAa7GswaZQ8ZVvzDOrAlqWndMwsntBdZDuA1nc=,JtEytuX/vzAZui4fwcQfDvg6ac61OzRkSdXLRJZO/gw=,GP,M,16,U,GT3,T,2,3,other,other
zWBpr6SAyFTtVXL2ymVVsfVXI5G8KPA/ZXHT1dqaLig=,sBR1403IJzw2QioMZ95M/Uxx5NN4np8kFllMsgUYUoQ=,HQJ/kbkmiIgloXYaqi3w5FvjeQCL6zQigcVWhqT71FA=,GP,F,17,U,LE3,T,2,4,services,services
SRamxqQ/kEIxZbuLk8xClE7vFeLpZe1T8hud4BmNfYo=,HhGUfdmggd4qpKkTBjvwERGbWRgj5zNtYNmt2txSsoA=,6eKG1S2C3FD90iYSmHd0oxI/v+975rnSmP4acrI8Pbw=,GP,M,17,U,GT3,T,4,4,services,teacher
OBoM/Ul0fJVy9zCPixxRDE0vkK6DZ1JDcEiVNC0cfQY=,ZcgsfKj6VOMeNUQSgEi1arfrheLT/0Y922SU64VFVXE=,dbiEBKJtf/s1YFx3quYnhqjpnsILMDBcp68oc+jyE3M=,GP,M,16,R,LE3,T,3,3,teacher,other
VhpLEsnC9CWeDpwY6fWbKM02VKwgZdWcDiCOUqgfd88=,BlKx8wc8lBzghDOc4zfgd7GP03N0MKjzlXr9j4LzuNc=,2OrA1fwngFndDakMSD56F6eCm5L2mUfbkcVcBu3jmU4=,GP,F,17,U,GT3,T,4,4,services,teacher
SGcH1MIacJ6jt9+7kbblnCD4OhFt4oCoRA8cXBMA/Fw=,4OijUFiKWoapxVMEQfC62mX7SWbcsRH0YOHvnovmARk=,sD5yH8Eynrjh4Ui+Hp8tsQWwsvrdOiSf3HjGLLZ9J6k=,GP,F,16,U,LE3,T,4,4,teacher,teacher
6wcs0OpF3LU9jlcWvUGBzFhXuJSgD6+qUSxzllxZhNw=,r5BzPKH3fHcOgR4hm9Krmx5+3R818laoEcN2HAz76bE=,HcLB3fnEd1eVQEgAhs1iviD0FN7Klp0uwzFud4EgJ/Y=,GP,F,16,U,GT3,T,4,3,health,other
UNQ4mUowCO8vDpoieruHFX9ovZVxBnceWxocUhyenRM=,AO8WnAFgvn/jMSTlwX4Vs6M4Fl8WCADCqMVRP2f5r2Q=,WlUw67SLHMLFh1Rt6o54zPbDnXKmFp3cM2kwAB6H2AM=,GP,F,16,U,GT3,T,2,3,other,other
taEewzoXkB2TSbIhX+NSgZuKMgMsAz/cUfKRSAY7plU=,mGgzPSMAlqAlrW6DFsZNVtPOwfKZ7vMBnCkX6gxBmWA=,lcxS89EZf+BXny6btieiNFUh9MkEIigLbzQUg3dXttw=,GP,F,17,U,GT3,T,1,1,other,other
f4RufGSMEPhkO3qvqmGO2aHrcVIPZWx8mejQjNBmZFw=,KDEvu6+QdAo7Oy3/JEbplCIFfROqV7TgiDkfu1QJ+7o=,zLVXwYvPoHroT2f7vRD6H7GgprSbn9D2fPiWYhN/muo=,GP,F,17,R,GT3,T,2,2,other,other
bRmauu3XCd3komGfZ/IItoIv0pyUcSxHzOWE2LCjIBs=,CdvYQ8Ye3EHEyKgjxvGrQPFdcRHyt0qISFYbtn0Lp6s=,STVXfNqNLFkr11Yl98uBeiG3FU2uYIpf7dq7L42nsik=,GP,F,16,R,GT3,T,2,2,services,services
Lb5zHk5kvZTEbBvLFQUkhBQOCLWkg2xvDN+bfY8SKFs=,NDANjzLf4rGbvPUk/vC4zV40PhKvQqaostP3wEPW+eQ=,Qk0dg4o1IqmHjrNBXkVrtxhRVFdsreL2gVbo9+Rsebs=,GP,F,17,U,GT3,T,3,4,at_home,services
LrBtqoBhgVziA1RbSxdQUpa6rWLOU7d0WHpST0h9yXg=,BXNXtgX1XIqaRwMab82r/79u88wOl+rHRoniPEDV5Gs=,q+GZWB29+MKXzrXKOFYdIGCIITd/dF7IKP/gYckWZw8=,GP,F,16,U,GT3,A,3,1,services,other
68zbUSRXyGtMRaYcW5RyhUT9qCs904WimtKK/Vi2yD8=,2oLqadxWC8Yw5NXmyHFcZBMPLzvWz0PzzZBKjP/iRRw=,w+R4BmkFEh9vLvoKGqgch52HF/GysOn1C2Q+gDJph84=,GP,F,16,U,GT3,T,4,3,teacher,other
XQ2LGQiQ35TfPD9JvUJhpaUOqmXYmSCVWtHoz8ejxIg=,CzGAwg97hrXl2urShn0eZkqls1KWGkhMdxzFUdpQI8k=,6gAgUibpbgt4VPtz3tZCkRh4H6oUp+2H4DPFtNuS2+I=,GP,F,16,U,GT3,T,1,1,at_home,other
5qSsLBtr27NPAW3WKoe+K/NguoX8wXlwuH06eXlH17k=,lrnou/07ZPe4pQghzmw8mB+kOxdzrldKHEs9GiTcnX4=,encLw8euw/kqfMI+zV8IXNJaLrek9AYsufkNQp8OvKM=,GP,F,17,R,GT3,T,4,3,teacher,other
ZWGbqkbDvMUN17luSfAzHLca6ExYk44rVuROKOKgc8Y=,vYWGrvDjfl5iTlRrm6Yjh+38/SCoIfI9DEdxugBh/40=,Ic3LQFu2nM52H62TvmS5FluyRCbYC3i7nDvsJS19EjY=,GP,F,19,U,GT3,T,3,3,other,other
Tf2bMTtuTS6bTlvWZclZQUHy8QKkmob6sEbXS8n9/G0=,ebQZIC2yA6g2k4B79sODftT8Cw24WjoXSysyxJ/Q/oc=,NhP9VqJLQVQczKGPjBtq80tzGRRt0pD1ZKCLrs7Apuc=,GP,M,17,U,LE3,T,4,4,services,other
Q5zlbiZndtfFOCaMtWYQUGEhFbpNrS/UvQ9iMrfCRME=,34O0UbIKPS2z1/uHmZ1FqaC8/B0iOtVJRZu0JZoE66g=,ypofUIKocMXGQe9IcezKisAuARi688a6l1mjYtjo2Hs=,GP,F,16,U,GT3,A,2,2,other,other
N6IPbCXRUjnQW52iZHmgl9pbguuLTBvNBmJ1NH3cr7E=,Q53HQRn/DFulhYm/QT/wZIRcAYYE7x7Zkh8NeAF086Y=,8vyFWGN5DWtvGoikw8xAyqSjUIgNVyz+4A8+f732qTc=,GP,M,18,U,GT3,T,2,2,services,other
kfB4bBZOO3hfSelphhRHzBX2csiHN67O+/y+qXWBqMs=,3vc4yV71Ct+vXdMiqO3Ej4CTgUIWsfQcAuBBi+rYpbs=,N7BtCZ+/MZGYZDvAJEYerwZbiD4CzCtgAc7egDet8fU=,GP,F,17,R,LE3,T,4,4,services,other
IsO2itNjuN1mWNo8PpIVGj8KgVAEiKFjzuU6MEG0wXE=,7x38Nj4Q/Bm4iWLokB/3xo5tQubc832cxBrv2K/ZYx8=,c4n3hJRCyOLAln7Odpc0HsLmLrlQuiE8UuLuJFbwpzY=,GP,F,17,U,LE3,T,3,2,other,other
Yn8if2mzzBsltPHNFjDZvF6dxLwGA44+9gKJ4Phc5hk=,wegMw/wgAuOQc3Ilp/RNBDfwWn2qmcazV6Fafo1ZQ1M=,3cXQiyfWPiFj6RnTrjaGoe8zcMwyHmBKX4qF/id+W1Q=,GP,F,17,U,GT3,T,4,3,other,other
ybd+Ly8gpybx6ZgZCwiid+8n4iSvZfh5tW0CSXNqx/E=,JJGBTI3KJlp2nbzXCnyO2cXHgC7YfTDU+X7ZHoN0Dy4=,FK10AOOOyRlYQiRtMtMcrfeY9QcfJcKEEoPJxqeegoE=,GP,M,18,U,LE3,T,3,3,services,health
xLvQQjjevZYdrL0CKi2aHg9/FW1tdFu9r4xwHDYuMqw=,cies36jGk9fYaHO+Rns0egQWi1jDkYC/0KKLUSkGbLY=,ifbF3hRV6NUuXX5xtCMOpnXyNCDx2d0HBQbZSTDulVs=,GP,F,17,U,GT3,T,2,3,at_home,other
gnh+iKe8zYHpBcpr2a9iAHBiepkNzGIpkLmdwTkTglc=,fjQ62vMrAL/NoY1JPgWRCpIarjN/8xkvllsVC3UQ9rs=,4G4NxOyzKfZV7BP6bg01XO96RBlFqYykrBKKC3UwbF4=,GP,F,17,U,GT3,T,2,2,at_home,at_home
Uf+h3pfqr6AxdX/KhJqd+OqLTGkw/4ocsrJd0yVX4VQ=,hzTmaQtd3XNLnNYGquXycd+P6q+rFjRtpuBvaG0x74k=,CfTmiQPIM2wojCtPYU9m5iAnGRFXFJLzyWHcrx0TdqE=,GP,F,17,R,GT3,T,2,1,at_home,services
vOW6Qt2nN5YIBTXB45iN4rXt8D/Sl671Sdmod7nCk+o=,1KHmF//LmyTgIMSlIUwohJCd6eDIF5q2Ws3FHaftCig=,CauBDjppDRW+/J9ea6P+CK3YiX+12arkGXe2r9cZELU=,GP,F,17,U,GT3,T,1,1,at_home,other
oDYM8uQi6Je/Mw7Q6cPAh4PHA20f4iVQNdfR6QnO3SM=,dACkrs7u0iV1fp4BsZWCQLoKyfB0O4WjxIsNrQyUIs0=,+qcuvjX5k3fAX5gG4CT2U+SEZaRz22NRKz+CVfh7RMw=,GP,F,16,U,GT3,T,2,3,services,teacher
PQloipT6bFn33Ner7qCmNbiGqHVYxCQoYAVSj8lH2JE=,Sr1R0VaWoJIcCte/GYyDn4G601c5wFE8Vi2afOmDCrg=,THesB1XpcW8Vl/VaLtNM38BDdZrv/w/qFdDycoYzmek=,GP,M,18,U,GT3,T,2,2,other,other
t+ypCCYjiTICilzfDogdZy5Lnoe7Z7QIkbfIZwF2924=,kAxp3piujC4WIKfrSrwm5KaDmc9NRcWjgWTd6tOpMDQ=,IwtKfvuZ+KuoqB5yt/Huy33VjrT6330jo6V7Ujfy/zI=,GP,F,16,U,GT3,T,4,4,teacher,services
vvI5agFAHCbTPUaUoIp4XOb/gcyNUkquPtlQ6CCq+9M=,BixIBrqQ3wlQzxvgbS+bLIhgd9VNWHIITvQGu8fyJEQ=,WWLuGldOInhwoqzynqougCvFnxaAr2Ajh7NPUafA63c=,GP,F,18,R,GT3,T,3,1,other,other
5RFaemE7W+g2O+PFYxnSLACVbSLUxpHArBNZj1JVyd0=,OSOejJhXILwGWtiMuXCG7phBas0ImSNU8gYgX0turcc=,OeSlLu7qQWFFuo4ebYkwEqNjFhqqTFD+ZZYXSfQ94oE=,GP,F,17,U,GT3,T,3,2,other,other
8DUBo2cTRjSRr07d7Z2BuuSVupGuJJfNSVi76GAYudM=,FEQsvkNwj9OLPP+vdXfQhaIUGxS3MqJ1MNpxON1+J3o=,Cnk71UpbR/7gtK2EhfGeyF4QtkPlDkaVbnAs1UVTd+o=,GP,M,17,U,LE3,T,2,3,services,services
2o77X/7GHFo8iygulVQSNIH5LpV9++l7H5kreGO/tqs=,/Bwl2y4l8jtpTP4OBfWaP3W21g9KrMCkyJzsbPGx2hs=,gJ8ipqxDoKQekMunUI93Vj8hMKJILJaaZc8bb605xUQ=,GP,M,18,U,LE3,T,2,1,at_home,other
G+VKer/KYjlf1IMCCDGSqp41r1/zl19Lp+c9GfHkXrU=,s+1jmLJUdMwUFswmwX+4B4Elk3OTOtgOZg+88cRsZ00=,Ad5U6KtTzBQOovfL62ffelM/0iLoGFI9Zo2OGQH6Atg=,GP,F,17,U,GT3,A,2,1,other,other
+RgUH3XBP8/x1vWyLGt2o5OPj+gpaVBUNoz7QisSdRs=,Vba6mysdoX0Ac7PWBxe2xR2J7zxL08Ik20sgDZJG06o=,76OxRNZWLfKf7FqWucIFZ7LAx9vtnVa4JjEU44gUJHs=,GP,F,17,U,LE3,T,4,3,health,other
EH755JL9EIj76sIp4FeNRTcSS0Ar/l+RfwP4fAO77FI=,/VrYhhjP43z/SF4UyQjVzIIpkr/xWpwWmE1SCWBOOy4=,OgVgamALZ1f4/OV2FuOhB6sifuOSzYWIh8Ng5LYFHkk=,GP,M,17,R,GT3,T,2,2,other,other
7PAEEdDBACibzRInEMypekBdKQ4mc0CWaMLqofZ7nFU=,Zxm+UE5GhV2INu4pt+fbf68/5me8sNc5wSiYtcwJJb8=,McWgti3gpT1DLqRUJuMyXiQ8T6zCz3R4EQaMwAM8w3w=,GP,M,17,U,GT3,T,4,4,teacher,teacher
XL4eSVSEgJh5JxtLyI/rernqmb3894BdmpOJTq54EWQ=,0EUfJvICnKM/KFVNAddguDpxNEhFs6ibNF49xYH6GOo=,u4o/lWnLR3MTUTxHpd/B2wjraQjiVBskqHZnRMoeUfM=,GP,M,16,U,GT3,T,4,4,health,other
pJuzFU+giPegifPYPxvu+0ELW7RW1yeIsFeBj18E250=,kxd1gEZFrDeAICBZCF+jSne1b3tqjlqia6M0awV6K0A=,ILVqpI/nlX1Sqz9gLykNK8komiqo/1KlEKBrQvlP8dA=,GP,M,16,U,LE3,T,1,1,other,other
dQoTU8jjCKSqMHE+jhd0RcqfaJE1TZke1UynqKb985o=,ikT6bptURYBBqZLVIyfZ/pOkap+k2ygs+6RW49/f+ng=,seXoMbEY5XHBDxEcvsyCuyoJ1xGayD8sPght/G/MPwc=,GP,M,16,U,GT3,T,3,2,at_home,other
Vf610LiVuYCf3/Wbz3TxEsBYAIkgeO5M7ygryqlC29w=,uh5U9iCk3Zz4G1Py1wpUJIjd3s41vbjcLj38YWjZ/ss=,Fj5xRCmhwDELtzbcsK3MplUWc5PZRWl2YP2uPPQ0Nag=,GP,M,17,U,LE3,T,2,2,other,other
fCrWLifvIzuMP3fXFsX04GkFETv9N0F3Z4htd7eni0Y=,vcDZNUigpIQ50W81rpTTICXFfhQCjKeLvEGMWXb3Dnc=,x4HTjv9BmNN4EKpWlxZwI1miMFnottJZZjpumDSDxBs=,GP,F,16,U,GT3,T,2,1,other,other
iU6CSTNL5Ahctn8R2r17/LG1zpiWTxgPP2JTVPWPBKI=,r1QrSgtFIQ9TWCbOzMPWImHBgRxT6VBnZHOgC8lIs2o=,K35Uet1lhwSE/JMV2sIeCymxkvbXuqCWWi7rk2tvYv4=,GP,F,16,U,GT3,A,4,1,other,other
sBttPN8xHlkZlF4SkBPnuS2CHIdBdiaMM52zjUjvGPc=,ovFK72cQaYA+AZgI9pRJmy+S/txzlP3+orT77/1Urls=,q2PiYIRJmENviKwpTCyp5l4EoY4PfTNAUZTsb0gZ0tw=,GP,F,18,U,LE3,A,2,4,services,other
FNNolWqsBBMbTFCuNy7XXPSvXNACt4B8JzZThgCTp1s=,HujaQ15USwDPyc+qtH41RnAIcOythAsGDlKeG5jDw2Y=,9iHB+5lFDgrfDAr49b8U1QDVg0Up9ecUZmicE89MHE4=,GP,F,18,U,LE3,T,2,2,at_home,services
G2x52sxfvh70b+z6vE+nNArkb/fHHBM7YBcxdHeqdYQ=,614yR1SL+KQOS77R4ZR0JZ8WFj0aSduqYPs0+dwM5Tk=,LRQxX3Mwad7NaLoP7miaGhsqNPJUyoWpEHZtass4mIs=,GP,F,18,U,GT3,T,3,3,other,other
uGp8c/Gr7cV+BQdC3s03JCc2YupMzGIBVPquUiZeEnQ=,TMJQDTbdrJB7SPT9VE3inayjS2Qmt8bR0vBAa8MmbYc=,x4llaMQHEiiYozlGvdER5Xj/znWA36B+bSyJxBwNlXg=,GP,M,18,U,GT3,T,2,2,other,at_home
DHaJIa68A6xn6Os3roeq4GpkFScvFTOFFC6pW7NfjGo=,jahVCetSxo2mrmMmyH817bWuEIpuCV5r45+Lym/xSow=,tz7A4qq1m308pwN5/WSwcZkZgEWMhZ3RrWmGjVNO+2g=,GP,M,17,U,GT3,T,4,4,teacher,teacher
xmpF6Cze8c64R5VEuxoyH7ATL3jMPWZKcVBnExV0LhQ=,TqzAs8CZAr88vdzCHCuLC+fwGVTdtl582hKyHxJU4aM=,40dvHG7ws9Ll1ze0oG1Myh3YNTROrfPimSIrTii8l3o=,GP,F,17,U,GT3,T,3,2,other,other
3dvWakL0tUrewUI2lBIdfbOQVxJ0zPIGm09o/yLp/cw=,wYG3waOHgrJ64HrH6x3AvVUpkDmK4jXPMuMu9t6s04I=,oHnJK2V6vHQUmvMPG5VTC8ZGU/MrFq3UJ5XuSGBnffg=,GP,F,17,U,LE3,T,1,1,at_home,at_home
Cy5uUwXu/+4jmpqtb3FqEDFEzK7RqsinspcvPeiwBr0=,UiTQf5wOSFISo7YcNRtIORXyj1fZhBNIdkSjLX9RMJ0=,jcdQ+e3HWZjAv5/ajRa4/YdsHA07ZzbPwHEWf3dSq+g=,GP,F,16,U,GT3,T,1,2,other,other
KlKpLw05ciyneAQ6S+hGI61d/CBiebT7YNj6DHcz2H4=,IPp4QyXwepDfdFD8lmzVMVT5f2qw7i5gNtbu8MKG+g0=,ngTMFjvql9tu2SJQupXpXFIjqFbzHMw93/it+Esbetg=,GP,F,17,R,GT3,T,2,1,at_home,services
Qq5ADa+6tcNDjf5avLc3hxrI8VBg1yJ6OtNc2VntXZQ=,2dCiiJCvm2W0N/sfaiUuue3sslvdgwwGSRSD6cIodgE=,gksitVgA9gKMxAEaQkT67YeTsDjhwZP4NPQL7DCzjRQ=,GP,F,17,R,LE3,A,1,4,other,other
CWHJHC4c/RITGFylhTmcMswj9j3Atnjwk9bNBvcoc6w=,ALhksvpORStKsk1Efr+7hcn0anGcdCdwrI/pEjRnF20=,EBJciyzie7pAszYCFEic39eb0WcDCyltVxJYCzU+OY0=,GP,M,18,U,GT3,T,2,2,other,services
LocXwaVGUtr5GvjFQuVBWQJjeST1KmGPu3BePmZhcAs=,yBZTQ9vYRqHL8ml9ASIDlVBJJH23vwO9Kf/FwP+q5uI=,5+wg4eyZDu0RI1ZxLbNfAcTWURftYeDAabYWrT7oCKI=,GP,F,17,U,LE3,A,2,2,other,other
p/G2YgOON6IXmHXQB1tqxgx/VnrheqL6WuDhsT6C/x0=,8k5n43xbmyxvS3u+8Zh75u3rvoK7Xt5Uzl8GRH6fhbs=,T19VLOXiAt6Cf/0aGq2KUIWSsVEUIrgqYZDVQ9vnwnM=,GP,F,17,R,LE3,T,1,1,at_home,other
e1iP0HzwPx4kywk0i4Vew7yfOJZHt8z0supV3xEOl4I=,M487IwXXvHGEy4kpdnRYgkcsH0zcgiwqLODvqGl5tqM=,U12d6edQox8tWBa0dc5oD5IM2xniYD//UxN2BnW6tP0=,GP,F,17,U,LE3,A,4,2,teacher,other
Hs0ZV+DqtXcLH1HR+HPex2tOfuRdxQSe3c6eRG2PlhA=,niurzRP2P0acgnGJKugAeJUTAJhTvaaXHRsjR7TAEeU=,qLf0DcEPl4cEMR0DzmZE6oQyOarwNCKgb2ywpdDq064=,GP,M,17,U,LE3,T,4,3,health,other
3dVSkZcB61p1WP2qs8Oul4Ox1rQDdkbzeeS1/rjb8BU=,0Ww9gEgfic3mYejQ5BU8aOnNtOErOw4A0oC/rxWaMsY=,HL9SEx6iRYRBGV3lxyf1Cruw+WfDFW+rMpGxIK8GnCI=,GP,M,17,R,LE3,A,4,4,teacher,other
nbS/kNE+oBKJMVRkj128jhF1WgqeBfu3IC65eFoHLGs=,T3Rl8WqAxUBULzvGUi/SyiL1qlYDzccKzF3AtS62XmE=,G0IqbJKq2P6ij1VltqHe68KCQ2nUtBb1NKfdoJDTVP8=,GP,M,16,U,LE3,T,4,3,teacher,other
EMzCzXn00ij57ALK3axU8jnezqDJUQKMl1eAYJLqjZw=,Sx2D0Qh+O+HhHqh8i3kLmhXMaJNRJCx9fIb9D4OIEvk=,aQ6ljtCdb8nJxKG/WI130/W0d559kuxFCKpS2GeHt6U=,GP,M,16,U,GT3,T,4,4,services,services
