姓名,学号,原因,往返时间,一周学习天数,课外活动,深造,有恋爱关系,家庭融洽程度,一周空闲时间,一周外出时间,工作日酒精摄入,周末酒精摄入,健康程度
韩雨泽,2022000758,reputation,10,2,yes,no,no,3,7,6,3,2,2
谢涛,2022000759,reputation,2,1,yes,no,yes,3,7,4,2,4,4
冯国平,2022000760,course,5,7,yes,no,no,5,6,4,5,1,4
蔡雨轩,2022000761,course,3,6,yes,no,no,3,3,4,4,4,2
彭杰,2022000762,other,6,5,no,yes,yes,4,1,5,4,5,1
马雨泽,2022000763,reputation,8,4,yes,no,no,2,2,2,2,1,3
蒋磊,2022000764,other,5,7,yes,no,no,4,2,2,4,5,1
郑文,2022000765,other,3,4,yes,yes,yes,1,3,3,2,1,3
阎刚,2022000766,course,5,2,yes,no,yes,5,7,2,2,5,2
谢建华,2022000767,course,5,2,yes,no,yes,4,1,2,5,4,2
胡文,2022000768,course,9,4,yes,no,no,2,4,7,4,3,5
谢伟,2022000769,course,6,6,yes,no,yes,3,6,2,3,3,3
袁霞,2022000770,home,6,2,no,no,no,1,1,2,1,5,2
朱欣欣,2022000771,reputation,9,6,yes,no,no,5,4,2,1,1,5
徐建华,2022000772,home,2,3,yes,no,no,1,4,6,2,3,5
韩国平,2022000773,other,8,5,yes,yes,yes,2,3,7,2,4,5
苏欣宜,2022000774,reputation,10,4,yes,no,no,5,6,7,4,3,5
何梦婷,2022000775,other,6,7,no,yes,no,5,1,6,2,1,1
李欣悦,2022000776,course,7,7,no,no,no,5,6,7,3,5,4
罗志平,2022000777,other,6,4,no,yes,yes,3,1,7,1,2,5
杨志文,2022000778,home,1,5,yes,no,no,4,4,3,2,3,2
苏欣诺,2022000779,reputation,6,2,no,no,no,2,4,5,3,3,3
王伟,2022000780,course,6,2,no,yes,yes,4,6,5,4,5,5
卢雨涵,2022000781,home,5,6,yes,yes,yes,2,6,2,1,3,2
梁雨涵,2022000782,other,6,2,no,yes,yes,3,4,6,1,5,3
于涛,2022000783,home,5,3,yes,yes,no,5,2,5,4,2,3
杨明,2022000784,course,10,6,yes,no,yes,3,7,5,4,1,4
吴欣宜,2022000785,reputation,6,2,yes,yes,yes,5,6,4,5,3,3
曾超,2022000786,course,5,1,no,no,yes,4,1,6,5,1,4
吕建华,2022000787,home,10,6,yes,no,no,4,1,3,4,3,4
苏梦茜,2022000788,reputation,5,7,yes,yes,no,3,4,2,5,1,4
卢梦涵,2022000789,reputation,10,4,yes,yes,no,5,1,6,1,2,1
魏建平,2022000790,course,5,1,yes,yes,no,1,6,1,4,2,4
程志文,2022000791,reputation,4,6,yes,yes,no,1,4,2,1,1,1
黄国华,2022000792,home,3,2,yes,no,no,5,2,4,1,3,2
王国华,2022000793,home,4,1,yes,yes,no,1,1,3,1,1,1
赵建国,2022000794,reputation,4,4,no,no,yes,4,3,7,4,1,4
刘浩宇,2022000795,home,7,1,no,yes,yes,5,7,3,4,2,2
赵雨泽,2022000796,home,9,4,yes,yes,yes,2,1,5,2,5,1
杨伟,2022000797,reputation,3,2,yes,yes,no,3,3,6,4,3,5
阎雨轩,2022000798,home,8,5,yes,yes,no,3,6,6,3,3,3
于洋,2022000799,other,1,7,no,no,yes,1,7,7,4,2,2
王丽,2022000800,home,3,7,no,no,no,5,5,4,5,2,3
林浩轩,2022000801,course,5,7,no,no,yes,4,2,2,2,4,4
王洋,2022000802,reputation,7,6,no,no,yes,4,4,7,4,1,2
董丽,2022000803,course,8,5,yes,no,yes,3,1,7,2,2,4
唐雨轩,2022000804,reputation,10,4,no,yes,yes,3,4,2,1,3,3
吕杰,2022000805,reputation,1,2,yes,yes,yes,2,3,4,1,5,3
蒋梦婷,2022000806,course,5,5,no,no,no,1,2,2,2,1,3
卢伟,2022000807,course,7,7,no,yes,no,5,1,1,2,4,3
沈杰,2022000808,course,5,3,no,no,no,5,2,7,1,3,4
陈娟,2022000809,other,9,6,no,yes,no,4,1,2,4,4,2
薛志华,2022000810,home,7,4,yes,no,yes,1,1,4,5,4,5
张芬,2022000811,other,1,5,no,yes,yes,3,4,2,3,2,1
罗浩天,2022000812,other,4,7,no,yes,no,3,2,5,1,4,2
许娜,2022000813,other,9,1,yes,yes,no,2,2,4,1,3,4
罗伟,2022000814,other,5,3,no,no,no,4,5,6,1,2,2
李欣慧,2022000815,course,10,6,yes,no,no,2,3,6,2,3,1
吕玲,2022000816,home,4,5,no,yes,yes,2,1,3,2,1,4
唐静,2022000817,reputation,1,6,yes,no,no,3,2,2,4,4,4
谢浩然,2022000818,course,3,1,yes,no,no,3,4,7,5,2,1
张欣怡,2022000819,course,10,3,yes,yes,yes,4,1,3,4,5,4
杨雨晴,2022000820,course,2,6,yes,yes,yes,3,7,4,4,5,5
孙伟,2022000821,home,9,5,no,no,no,4,6,6,2,3,4
董雨晴,2022000822,reputation,6,1,yes,no,yes,3,2,2,1,1,4
苏军,2022000823,other,4,2,no,yes,yes,4,5,7,1,1,3
丁建平,2022000824,other,6,6,yes,yes,yes,5,4,5,1,1,1
林雨泽,2022000825,other,1,4,yes,yes,no,5,5,6,3,2,5
阎语蝶,2022000826,other,8,2,yes,yes,yes,5,6,3,3,1,3
黄志平,2022000827,home,5,2,no,yes,no,3,4,5,2,3,1
郑秀英,2022000828,course,4,6,yes,no,yes,1,5,7,1,2,1
马建军,2022000829,course,10,3,no,no,yes,5,7,3,2,3,5
阎宇轩,2022000830,reputation,4,3,yes,yes,no,2,6,1,1,2,4
薛国文,2022000831,other,1,4,yes,no,no,3,5,4,4,4,2
赵云,2022000832,other,9,2,yes,no,no,2,5,3,2,5,3
于刚,2022000833,course,9,6,no,no,no,1,6,6,3,1,1
周丽,2022000834,home,8,5,no,yes,no,1,5,3,5,4,1
于梦琪,2022000835,course,3,4,no,no,yes,5,2,1,1,1,4
马志强,2022000836,other,2,4,no,yes,yes,5,1,5,2,2,5
董雨涵,2022000837,course,4,6,yes,yes,yes,5,7,4,3,4,1
黄志华,2022000838,reputation,1,7,yes,no,yes,2,7,1,1,4,5
魏秀兰,2022000839,home,2,5,no,yes,no,5,5,6,1,4,5
赵刚,2022000840,home,9,7,yes,no,no,1,1,3,3,3,4
高玲,2022000841,reputation,3,4,no,no,no,4,3,2,5,3,5
胡勇,2022000842,home,5,4,yes,yes,yes,4,3,6,5,2,1
曹建华,2022000843,reputation,4,5,no,yes,yes,5,7,6,1,5,1
贾芳,2022000844,other,8,3,yes,yes,yes,3,5,4,1,4,5
萧欣诺,2022000845,reputation,3,1,no,no,no,1,5,1,4,4,3
郭欣诺,2022000846,home,3,7,yes,no,yes,1,3,1,5,3,3
彭建华,2022000847,course,1,3,no,yes,yes,5,7,5,1,3,1
丁敏,2022000848,other,10,4,no,yes,yes,2,1,4,3,4,4
高超,2022000849,other,7,7,yes,no,yes,2,7,2,4,4,5
吴芳,2022000850,other,10,4,no,yes,no,4,3,6,4,3,4
傅欣慧,2022000851,reputation,3,7,yes,no,no,1,1,7,1,2,4
曾志强,2022000852,course,5,5,yes,no,yes,2,5,2,5,3,5
卢娟,2022000853,other,1,1,no,no,no,4,5,7,5,2,4
邓雨泽,2022000854,course,10,2,no,no,yes,2,2,7,1,1,3
郑雨晴,2022000855,other,6,4,yes,yes,no,5,5,3,3,3,2
萧勇,2022000856,reputation,3,2,yes,yes,no,2,4,2,4,4,4
高云,2022000857,home,2,2,no,no,no,1,7,7,3,5,2
吕雨轩,2022000858,other,7,4,yes,yes,yes,4,1,4,4,2,1
张浩宇,2022000859,home,9,7,yes,no,yes,5,1,3,2,2,2
孙静,2022000860,reputation,6,1,no,no,no,1,7,2,3,5,3
郑语蝶,2022000861,course,4,3,no,yes,yes,2,4,7,2,1,3
梁杰,2022000862,other,6,3,no,no,yes,3,6,6,1,5,3
林欣诺,2022000863,reputation,7,5,yes,no,no,4,6,7,2,5,4
傅浩然,2022000864,course,2,3,yes,yes,yes,4,1,4,2,4,5
陈建军,2022000865,course,6,1,yes,yes,no,5,4,4,4,5,1
杨志强,2022000866,home,8,3,yes,no,no,5,4,5,5,4,5
薛欣欣,2022000867,home,3,2,no,no,no,1,6,6,3,5,5
林玲,2022000868,reputation,5,4,yes,no,yes,3,7,6,4,5,1
董欣悦,2022000869,reputation,8,7,no,yes,no,2,1,6,3,2,1
曾静,2022000870,home,6,6,yes,yes,no,4,2,6,3,1,3
郑玲,2022000871,reputation,8,7,yes,no,no,3,5,7,2,5,3
吕平,2022000872,other,7,7,no,yes,no,2,5,6,2,4,1
吴桂兰,2022000873,home,4,4,no,yes,yes,2,6,6,1,1,5
李芬,2022000874,other,9,3,yes,yes,no,3,7,3,1,1,2
苏建军,2022000875,reputation,2,5,yes,yes,no,1,4,6,2,3,5
程艳,2022000876,course,5,5,no,no,yes,3,4,7,3,1,5
孙雨泽,2022000877,home,4,1,no,yes,no,2,7,1,1,2,4
韩建华,2022000878,other,3,5,no,yes,yes,2,7,6,1,1,3
叶浩然,2022000879,other,4,7,yes,yes,yes,5,7,3,3,3,3
蔡平,2022000880,other,7,7,yes,no,no,1,5,1,5,2,1
刘玲,2022000881,other,4,7,no,no,yes,3,1,2,2,4,1
王雨轩,2022000882,home,3,4,yes,yes,yes,1,5,6,5,4,2
刘欣诺,2022000883,course,9,5,yes,no,yes,4,1,4,1,3,5
杨雨涵,2022000884,reputation,8,2,yes,yes,no,5,5,6,4,5,1
彭文,2022000885,course,3,1,no,no,no,2,7,4,4,5,4
卢国文,2022000886,home,3,3,yes,no,no,2,4,1,2,4,2
郭子轩,2022000887,other,6,2,no,yes,yes,3,5,1,4,3,5
彭涛,2022000888,reputation,4,4,yes,no,yes,5,4,7,3,1,3
傅平,2022000889,home,2,4,no,no,no,4,4,6,1,1,2
徐丽,2022000890,reputation,8,3,yes,no,no,3,5,4,2,4,2
张浩天,2022000891,reputation,3,4,yes,no,no,1,6,7,1,1,4
韩浩天,2022000892,reputation,2,5,no,no,yes,3,3,3,1,1,2
丁梦璐,2022000893,other,8,3,no,yes,no,5,6,6,5,5,5
周浩然,2022000894,other,4,2,yes,yes,no,2,3,7,2,5,1
朱志华,2022000895,other,5,4,yes,yes,yes,4,2,4,1,4,2
刘芳,2022000896,other,7,5,yes,yes,yes,1,1,7,4,3,4
胡建国,2022000897,course,4,4,yes,no,yes,5,5,3,1,3,1
刘超,2022000898,other,4,2,no,yes,no,1,1,3,2,3,1
许国华,2022000899,reputation,5,7,no,no,no,4,1,2,4,3,1
赵国文,2022000900,other,4,5,yes,no,yes,3,4,5,2,4,2
郭建华,2022000901,reputation,1,4,yes,no,no,3,6,3,3,5,5
萧浩轩,2022000902,home,8,6,no,yes,yes,4,5,6,4,1,1
曹敏,2022000903,reputation,10,4,yes,no,yes,1,1,7,1,3,5
林国华,2022000904,other,2,5,yes,no,no,1,1,1,4,1,4
宋雨泽,2022000905,home,8,6,yes,no,no,5,4,7,5,3,3
黄芬,2022000906,course,3,6,yes,no,no,5,4,6,3,3,2
郑志文,2022000907,home,10,1,yes,no,no,2,1,5,5,2,1
陈文,2022000908,home,5,4,no,yes,no,4,7,6,2,2,3
赵娜,2022000909,reputation,9,7,no,yes,no,3,7,2,1,4,1
朱芳,2022000910,course,6,4,yes,yes,no,3,3,1,5,1,1
许敏,2022000911,home,9,5,yes,no,no,5,4,5,5,4,3
叶建军,2022000912,reputation,1,7,yes,no,yes,4,2,6,5,1,2
唐建军,2022000913,home,1,1,no,no,no,5,3,2,4,1,2
吴秀英,2022000914,home,10,6,yes,no,no,1,7,7,2,3,3
韩子轩,2022000915,home,7,1,no,yes,no,1,2,2,1,5,3
高秀英,2022000916,course,4,5,no,no,yes,2,7,6,5,5,2
刘梦涵,2022000917,home,6,1,no,yes,no,2,2,5,2,1,1
曾涛,2022000918,course,8,3,no,yes,yes,1,5,6,4,1,1
沈芬,2022000919,home,6,4,yes,yes,yes,3,5,7,2,4,1
阎子豪,2022000920,home,1,3,no,no,no,4,3,2,3,5,5
郭雨欣,2022000921,other,7,7,yes,no,no,2,7,5,2,2,2
唐宇轩,2022000922,home,10,5,yes,yes,no,4,2,7,1,3,2
冯国文,2022000923,home,10,1,yes,yes,no,3,1,5,3,5,5
高洋,2022000924,other,10,6,no,yes,yes,3,4,5,4,5,1
赵志华,2022000925,other,2,5,yes,no,yes,5,5,6,5,5,5
蒋欣悦,2022000926,other,10,2,no,yes,yes,1,1,5,2,2,3
梁勇,2022000927,home,7,2,no,no,no,3,1,7,4,4,5
郭梦璐,2022000928,reputation,4,3,no,yes,no,1,5,3,1,4,3
彭国文,2022000929,other,7,2,yes,no,no,3,6,1,5,5,2
何桂兰,2022000930,course,10,5,no,yes,yes,2,6,7,1,2,5
郑桂英,2022000931,home,5,2,no,yes,no,3,6,3,3,3,1
林国文,2022000932,course,6,2,yes,no,yes,2,2,3,3,3,2
魏志强,2022000933,reputation,4,3,no,no,yes,3,7,7,1,4,3
阎语涵,2022000934,reputation,6,1,no,yes,yes,4,6,1,5,4,4
蒋明,2022000935,other,8,2,yes,no,no,2,4,1,1,4,3
傅强,2022000936,course,3,7,no,no,yes,1,7,7,5,3,3
朱雨泽,2022000937,reputation,5,2,yes,no,yes,1,6,6,2,5,3
刘浩轩,2022000938,course,6,6,yes,no,no,2,5,4,4,5,3
刘平,2022000939,home,5,5,yes,no,yes,4,4,3,2,2,4
贾建华,2022000940,reputation,5,3,yes,no,no,5,1,5,3,3,4
程欣慧,2022000941,reputation,5,1,no,no,no,2,6,7,1,3,3
唐芬,2022000942,course,9,2,yes,no,no,5,2,5,2,3,2
杨秀兰,2022000943,course,7,5,no,yes,no,1,2,7,4,5,3
于国庆,2022000944,other,3,6,yes,yes,no,4,3,7,1,2,1
沈国强,2022000945,home,2,6,yes,yes,yes,5,5,1,5,4,5
冯芬,2022000946,course,2,2,yes,no,no,2,3,4,4,3,1
谢欣怡,2022000947,course,5,3,no,yes,yes,5,7,3,1,1,1
胡梦茜,2022000948,reputation,2,6,yes,yes,no,1,6,6,3,4,3
冯浩天,2022000949,other,5,6,yes,no,yes,3,1,2,2,5,2
蒋敏,2022000950,home,3,6,yes,no,yes,2,7,1,3,2,2
谢敏,2022000951,other,9,7,no,no,yes,5,5,3,1,5,1
赵欣怡,2022000952,reputation,6,2,no,yes,no,1,2,1,5,5,1
宋国庆,2022000953,home,7,6,no,no,yes,1,2,3,5,1,2
胡娟,2022000954,other,7,2,no,no,yes,2,2,4,1,2,2
马伟,2022000955,course,6,7,yes,yes,no,2,1,4,1,1,4
罗浩轩,2022000956,home,1,6,no,no,yes,5,3,7,4,5,2
宋子轩,2022000957,course,7,3,yes,yes,yes,5,1,5,1,2,1
马雨轩,2022000958,reputation,8,2,yes,yes,no,3,6,1,2,5,4
苏宇轩,2022000959,reputation,9,2,yes,no,yes,3,4,1,4,2,1
高勇,2022000960,reputation,9,2,yes,yes,no,4,7,2,4,1,2
董欣欣,2022000961,reputation,6,6,no,yes,no,1,4,5,3,3,3
彭刚,2022000962,other,7,1,yes,no,no,4,2,4,3,4,1
吴国文,2022000963,reputation,2,4,no,no,yes,5,2,2,5,3,4
宋欣慧,2022000964,home,7,2,yes,no,no,1,2,4,3,1,3
高桂英,2022000965,reputation,9,3,no,no,yes,4,6,4,2,1,4
王欣然,2022000966,course,1,1,no,no,no,1,1,2,1,3,3
郭明,2022000967,reputation,6,7,yes,yes,no,3,6,3,3,2,4
刘宇轩,2022000968,reputation,7,4,yes,yes,no,2,4,1,5,5,2
宋宇轩,2022000969,other,5,7,yes,yes,no,5,7,6,4,4,4
蔡欣怡,2022000970,course,6,3,no,no,no,4,1,7,1,5,3
袁刚,2022000971,reputation,10,2,no,no,no,5,7,7,1,3,1
冯静,2022000972,other,4,5,no,yes,yes,1,7,3,5,1,3
贾超,2022000973,other,3,2,no,yes,yes,4,5,3,5,3,5
唐建华,2022000974,course,5,1,yes,no,no,2,5,2,1,5,1
曹刚,2022000975,course,6,5,yes,yes,no,2,6,1,4,5,2
丁欣然,2022000976,home,1,5,yes,no,no,1,4,2,4,2,3
于欣悦,2022000977,course,5,7,no,no,yes,2,2,2,2,5,1
林艳,2022000978,other,7,5,no,yes,no,1,6,5,1,4,1
宋子豪,2022000979,course,6,7,yes,no,no,4,6,1,1,5,5
阎秀英,2022000980,home,8,7,yes,no,yes,4,3,1,3,5,4
许语蝶,2022000981,home,4,3,no,no,no,2,2,5,5,4,3
谢语蝶,2022000982,other,8,5,yes,yes,yes,1,2,7,3,1,2
蒋子豪,2022000983,reputation,7,2,no,yes,yes,5,7,7,5,1,5
罗洋,2022000984,course,9,5,no,yes,yes,1,7,4,2,5,4
王欣欣,2022000985,other,10,4,yes,yes,yes,1,7,5,2,3,2
徐欣悦,2022000986,reputation,4,4,yes,no,no,5,1,7,5,4,4
何国强,2022000987,course,10,7,yes,no,yes,3,7,5,1,3,2
宋建华,2022000988,home,10,6,no,no,yes,3,5,4,1,3,5
郑洋,2022000989,course,4,5,yes,yes,no,5,2,6,3,3,5
宋超,2022000990,other,9,3,no,yes,yes,5,7,3,2,5,1
刘子豪,2022000991,reputation,10,2,yes,no,no,5,1,7,3,5,5
胡桂兰,2022000992,reputation,5,3,yes,yes,no,2,6,3,3,3,4
朱浩天,2022000993,home,5,7,yes,yes,yes,4,3,6,1,2,3
苏浩宇,2022000994,course,10,1,no,no,no,1,2,6,3,5,4
陈云,2022000995,home,5,2,yes,no,yes,3,6,4,1,2,3
曹语蝶,2022000996,home,9,3,no,no,yes,3,7,7,4,1,5
王秀英,2022000997,reputation,9,3,no,no,no,2,1,3,3,1,2
高雨泽,2022000998,other,5,7,yes,yes,no,1,7,6,3,5,1
郭梦琪,2022000999,reputation,4,6,no,yes,no,4,6,1,3,3,4
