姓名,学号,原因,往返时间,一周学习天数,课外活动,深造,有恋爱关系,家庭融洽程度,一周空闲时间,一周外出时间,工作日酒精摄入,周末酒精摄入,健康程度
DWHEP04AzxL7mvUOoaF3rhmvCt1Cdtiglp+CQeTmlkg=,ohigc/cpR0ijr/FO+cvMjQ7B+jzFyyGRLcjj7/myBqs=,other,6,5,yes,yes,no,4,4,6,2,3,5
sMjaAM3CMxCb/0HKgEUAYGZd8+n2e7QMdvDwJi/TSZI=,IjGYB2GnLzh+Gse4OBTYSwzuhxLBfpjdzA+YV+50lac=,course,8,4,yes,yes,yes,2,6,7,3,4,5
1mzbgjNfWKBWXwmbpmMUJu0rOp0dzkoh18oeajoC62E=,yDzcwT08zthauDhLSRiz5kZcGCN3jwnI6lO2Ic1SLJg=,other,3,4,no,no,yes,3,3,3,1,4,2
9Sd+2aat++9cBrH279uNjZ4pta/aTzRUYhOZaS5Jo8Y=,/bY9kniuN0sqIoa1DQtMqlBb9Y1/BRdb3Bcvckbc5Y0=,reputation,7,4,no,no,yes,5,6,2,2,3,1
Ujb1zmEqD0YzFB7KAwRtr1/D1piZi64nlIEbozQNL/M=,3O2rT/l8LTwuiB8gnkXv//oGC81VAR4FT43Sr7fpFZo=,other,7,2,no,yes,yes,3,5,7,2,5,2
Yf8L5zvW1PRKBZ6f+jCbjzSMxdeiV8HNheB8AtgIV60=,lKk+EdCQi8eWrx81ID7vDgr08hFZBxzwVdrgaSWBkTQ=,course,7,3,yes,yes,yes,5,5,1,5,4,4
8dZDRNyRA4RS8TZupymp+6zd/cbS5PPtRlB1aoNeXNI=,NixEhm3vKsANYU8bE6jPFeE4A2aK9uADMgfMpU0ye3U=,home,10,4,no,yes,yes,4,4,3,4,3,1
ksN9lutP0JtcYVmPHJs52Cql3FcqfMHOLkEppQePrfI=,GZ8C7GapxNvZofZYZhIWUw/VGgRiamwYEyytewSq8oY=,other,1,7,no,yes,yes,1,4,6,4,4,4
AKIGm7YW7cOrismARqOC3LMu8x15BbvDZEBrNSz4ueE=,1FChVbAXH/n+D2Vm29dzz04rKIWjTEAWZw/g5xb7TsY=,course,10,1,no,yes,no,3,6,3,1,1,2
J9qVPYRwen/Ebwg8BGV9SDBStqZ/OiKY8O1Aafe8oKA=,XcHIhYA0/tiNOf0/E9fGhP6UUyZ1AgSPas+tQo+kmLY=,reputation,5,6,no,yes,no,2,7,3,5,2,2
NxTz3i+gOFNiuFpthBH41dxBlZ+RTyoLI49kHGsIrJk=,og96PlWut05wkQYnXbURunBKhE+3MsRIBBlJpp7wExA=,home,1,6,no,no,yes,2,7,7,1,5,4
qIfW67S0P/+GkYhRgOMIKAND9B28eS17h2wF3DbR38s=,x+KnLrfg83HUWGlH8abcilXhbYKxCreYGbRBGKPVzTI=,home,10,6,yes,yes,no,5,4,3,5,4,2
AnUr+ec+ZJ5TPsis3u6Veubk4Rj30Pw8xG2XXgLzEIk=,0Vkdm+AvjF6xYH5CL8N/cUCGNvw2GUHo5dpmwJ70Gsc=,course,9,7,yes,no,yes,4,3,4,2,5,2
MohPudbsmOHqT1eQIXqVGu0aTvzuHX8gZa8KzWs9aTU=,cNUmNlczMGTwzdaa4RhzMqPkeLSp0O+gZc5WQpg9nM8=,home,2,6,no,no,yes,4,6,6,1,2,4
jw4Gn+wOq4mdZXOz/FPVPGLz4HeD8F5gn/5B41tArz0=,jHyy9WDA+1bzTDtH+2ghTwtcbQnsD79GZnqvFMFQqi8=,home,7,2,no,yes,yes,3,2,5,5,5,1
b3p+TS57Bo+pYsUrlo8OedXaY4WvQBl5Q3qM8GdRGRc=,cmmJruvzsuTQ7shj+hTmQlIJDx2rcgGY2v7DMyzQV2c=,reputation,1,6,no,no,no,2,2,4,3,3,5
ZGBCF6ULV/wtSZCeHdRBTV6stvK/sKruvNtxWRzglNc=,9BlJXn71HQBodjxz+bzoQ1ctNEYMc3muFFrrcaQDbS8=,other,5,7,yes,no,no,3,1,2,3,2,1
TZDEyF0LABT+5r6azQfENslJoIr2I6VFjJZsD10Ayxw=,jxha/XlctUFeeON5RLmDMtMd8+jHEwb/EE7sbIyZ8vY=,reputation,1,3,yes,yes,yes,5,2,6,2,5,5
x91IKB5tyBPJVAmJsBEfmZd2sqGL8KRKaAHERHzFLkU=,nYLekvY1fLTSLI1tPyEvf2pSV0nylyf3rKv/0t9S+mE=,other,5,6,yes,no,no,5,3,1,5,2,4
ebh+asm06/mrnIQvo/UFxG/1pa97P36gpNqQrA2c9fc=,xF78Or/0VI4JnYMy3LeoP4VGt6Cj0+1tw4WP99wCFPQ=,reputation,9,5,yes,yes,yes,4,1,7,5,4,2
woxoFcZcE6ujWqjZqtKEc3NTMJzGY7NwxGPW3BODbco=,q1UwJBkO5v15YPZwkAiVw1IBWXANkB8xKsuv442DQzc=,home,7,6,yes,yes,yes,2,5,6,4,2,5
xSQk26TQ2XdzLeHtsIjmxsmqjfaSxwcK5NKIqjX9/7Y=,byyivFomDDs9mgxrQO9Qq4g2hkB/H8yNJLlcMs0yITU=,course,2,7,no,no,no,3,2,4,2,4,5
b8Iw4ykxh58A+45lTqtVGcqwN2M+pg4vtAfia3VT3PE=,UmwvPg3YfA2g0WQyEg7pz4TAusLPkiDm4d9ki+UU7x4=,course,2,6,no,no,yes,2,7,7,2,5,1
Ez25gnAiKzikXDMXunL0apFDjSxY3csKOH4rqxK86IA=,H6cWfgrkSVbbUXzLKTCdw2+mOICafAnvf/ihgYudPs4=,home,9,4,yes,no,no,5,5,1,1,5,1
OHezEx7hxLCjQHyXh19iHSVNHd356FVOUFJlssPnngA=,5CO6cioLdNC2EKGdUSEl4BENSen+N0K/GjEtWma4kes=,course,9,6,no,yes,yes,2,4,2,4,2,4
jY1Lxuah4ReNMrwgukhaPhRsRBcF3+lbJuK5tCnLHgs=,313wPjV1WITfq3ZJDB2DVxoDN9s2mt5zD/iIZH5JcoA=,reputation,3,6,yes,no,yes,3,4,7,2,5,2
iHUhHXENwvd93FiiPtyvJfmJ78LYtRa9G1uHYBgAjx0=,cBqBLeaVz7Lyx9lvuWIIm5aUFrXt9J+oYWcQ06lqh0s=,reputation,10,2,yes,yes,yes,2,5,1,1,5,5
1lI7+iEeIr916COYcrT1OL1pZcYJhc2pZniFPXArITE=,dgiSvbaiZrSw3bNHboe98PlhfZPejdfWsC/G2pWAXYQ=,home,6,5,yes,no,no,3,5,6,2,5,5
z0xaQDpYXgQuRBxw0PwghLG1YNplrH/hlxYneYP/LrM=,crTE5yjWddnmtp5DzQ8YWma+6Izl0thYOgabVQ0dTxg=,reputation,6,6,yes,no,yes,4,6,7,1,4,5
XSXN1db7EKORgF9CF7HsrWKvvxj9TYlpYz6gx8gCjMo=,GiqVRs+Ejg9i69mjjcXb0GHAPChoK9bNA6JyvC5d5fs=,other,3,5,no,no,yes,3,5,7,5,5,2
DZO/5vs73Xi6XATUkaLsBoSn2DJN43W3u30Y7PH1T54=,TcTsivxIcYKkMrMi84vipT7GxSqHV8/6AGEuU89idhY=,home,4,7,yes,yes,no,5,6,4,3,1,2
LQDuj/XjAp/fy2A85nTWMFsmms4Ndq+CLyBsd7jvb4E=,MUa/+f05OrE1BAfSjOijWiwXSXe0JLGWdeY2THu/cS4=,course,7,5,no,yes,yes,3,2,7,4,5,1
tq+xSRf/4mREv6atWQ5eXwB06wz8zDfPd4OAmAyHgdM=,igI1RoI7C+HnTxeyFpjx5U+ahXSMiEwCtRXCm2BQGpg=,course,6,1,no,yes,yes,5,1,3,2,4,1
/I6557TLLTb4iTRTZ/HKLB3g2YTP7vuQeJXZmZnAxFM=,lgcdkMlMNU1MZdlO4RAMU+WML15mM2QJd+WoWoWH4ew=,reputation,1,1,yes,no,no,1,1,6,2,2,2
zasQ/1Vi23AlWwubAXUXNyeYtOTczwWjpw5R+DEvUcQ=,zqmGYOj6g7m4/bYNisLp96aIsIfkcu0DGGp28pUAd3k=,other,9,3,no,yes,yes,3,6,3,4,2,4
yWGUMvAZyvbgpixuEcG2/fYbCMDkuY3U8v/7ZMEovao=,+SeT37d6MUiEz5H48vqaMn9QkWJxHobws4Tu4K0/uLQ=,home,7,7,no,yes,no,3,4,3,3,3,1
+hs7VsAcP1f0BNPwe//qVNAIIjTk483LOM7SlJX0uGw=,Kh8ESRnr3NcCK5wPsKrbYD07vvru3a5Um/+52xTxeZA=,home,10,4,no,no,yes,5,3,5,3,2,1
LoBqNrOs1993T9kho3mPz1hvPeh9VFe/wb0Wimt/IsI=,Notvwc2ienGmmQXW5jhhJyovJ8oaHq7Oh9yzIJk+gP4=,other,10,6,no,no,no,1,3,6,5,2,4
OiedLChhYWbHvVd/JlExL48ZX1j60qPddSpvZx03uvI=,fCWjeNq8j1kq57o5doklAPEXVSn3umLWyvZo26WFw1I=,other,10,4,no,yes,no,3,4,6,5,1,3
DOL4oW5zUESw7FeIpS7HW6TukDmvsnOT03BdqDUTWnU=,oYiblP4OfUwmnrjaPonmyBzejtWpMwouCgHB0jeVS5I=,reputation,8,6,yes,no,no,2,6,4,5,4,3
/7C2kUwnPuLWIXcQWh1eWqAIlsDo4EiymC6GbcBPqIM=,q8bBKhbZIN1CVEyWeTrvQZP0lVZ1kDUbBjJb84AiL5Y=,home,4,4,no,yes,no,2,2,3,4,2,2
N3C10U3l4O7tiXLzpZxkY61CjHps1wU51TPAsb/3dQA=,mDATDZHcZmpR/icv/MIFE7NYErQ1NSlThANWwBXjwjQ=,course,1,2,yes,yes,yes,4,6,6,4,5,5
o6FHlOKVqiM8jGeDBi8relSEIAGhm25YufrQwh3Cq8g=,E+GkYIqw2C0ow7ahnRKnDYhobIGhP9ApXieNkwY+C6A=,other,10,3,yes,no,yes,1,2,1,5,3,5
UFkqWPM/aHEeBhUr9Zv23Of1ffNhzmppw5g99GqOHTk=,2rWAVHkOIRVuFClKIxdX6cEZNl+88UwdwngD0IDDk+U=,reputation,7,5,no,no,yes,1,7,5,4,2,4
DoIh0XZnuEHjFM57+iu+flFw2MXgIw2zrT2+ev67QU4=,F/3f3sY6NYwRp+tmtIzIQXZpCgngdMXCIlBLS6dXc0c=,course,1,4,yes,yes,yes,3,6,3,3,4,3
nHraTsg9YdZKLR3Bn3V3g4S/8hVeT87KAHwtFHPYGKM=,OR9vKrADlB0FnPFpBO4tHRSPvh8194liHKauNeYRhqQ=,course,5,6,yes,no,yes,2,2,5,5,4,1
92Z6RILflvVBVc6GxpEEZcejToUXGkPthy0UoXpxAhE=,VRbl33Lxz2oBsnSQrVdpyfF8YgwZd9Ij+2fKvW0MGt4=,reputation,10,5,yes,yes,no,1,7,6,4,4,5
Zq5pmf7HoxvPMf+ZWAXsL7LBSoZ9wH04DmvygIdGf7A=,Hk54qmG350kEp4DNk81s9AeXaoQ5F1b59uOnHJIz/14=,home,2,4,yes,yes,yes,2,1,2,4,3,3
yOWJUfnozhdfFdNBHV6gl70QHapHKQssIJ4bHf4TNTo=,/AnY90gKLpWmnjaeT8JEkQEd/REvST2o63lN3UPvCZ4=,course,7,3,no,no,no,3,2,4,5,1,5
3hvnv9MUAgnkkb3tZnfptO9snzOPBZ1tQ7B0cRXD2k4=,jGAOC+D/7+nZg6yxVYLnMbzYsyDYG+wyvL90HXAYIxU=,other,10,1,no,yes,yes,1,5,3,3,5,3
Jv2VlqKVizCBnU4kF+1zOJECjEMR9p0OPMs3KUHZL/A=,D2VZeYZ1qUgyNnI5Bcoj7VllR4eDcyeb4FIjCdvpN3Q=,course,4,6,no,no,no,5,6,6,5,1,1
4PbInSmWf6Yxsjw2+GkqR3TaAj4+OJMb7BckCdMMEcs=,iJOInDdCh/P4bHxxujA5TopKu13Em+TKFQd+w3qpVtc=,home,3,3,yes,no,no,2,2,7,1,4,3
kpHDRASonyLtm+BxPTjMiRCAnEZKieDTji3btH+RC80=,PzRp1FJkgkDPL2NT6ZMP4MCm9udo5UPsJs4BcjFf22E=,home,2,5,yes,yes,no,2,7,7,2,5,2
6kA7q1iKqGM3Sjw7hB8lfrNbF2VtSakYembwSTJyMSs=,9NW12Wxmq+dwEd768LAZywFyVKfNBHgAeUPiF5oJcUc=,home,8,4,yes,yes,yes,4,5,7,1,1,1
G7Invd1guPwkVt4LnNtH6rA75//Ba48yeKKGAfeDsR8=,1V2Xq8iTdIlnZEshIpvdawtbzbYk8FqeQ+Pxj00N4fU=,home,5,6,no,yes,yes,1,3,3,2,4,1
oTAMdV8MhAvk2nPjoG/m5+yg1GWyetRDKoArgEcjtQg=,3cn0Ng2VOTLkKchzkpwXEQTOjRV57dbrneqPeNpAHgM=,reputation,2,6,yes,yes,yes,1,2,6,5,4,2
G21qchKFsKhc/uNQODp1rxG1BVphhkfq6RTxmDWrzV0=,OdSPmgVXTtInTlpl7NRcDlPjXVQnYRRvcyffPzPwtFs=,course,4,6,yes,no,no,5,6,7,2,5,4
zvRc7gkw16+pTTePA0Ct+PieRfpn8tzSY2WIV8GW57w=,LQhomhReeZYfs059zHWQoIJZEMfbY1ikj4a6BgKZtuo=,course,9,3,no,no,no,2,3,3,5,2,4
WqhbV+2ASdLcEUd99cIZ7Vdc0qbLAOyl2inyHIzHEdY=,isy7QwACupL5267PU0dL+Q9LGzDr9xmzqY2/wbIDyGo=,home,3,1,yes,no,yes,1,4,5,1,2,4
7vdpkYpgWkiLjHafy8VdRE0+e4mSC5sqGMoE+prUTKk=,NTwQgkdclMrPfX6J8jcZGQ1QwBI3hW91vnVIvHLKPZ4=,other,4,4,no,yes,yes,1,6,7,1,5,5
V5Ogc7xlTKzLja0ymO4pvLwqf2v9IelCM+y8fXNTBjg=,2nQdJXXcPnhkEQ7Nj2EU6cRFolTteeg3h7/jeWg086k=,home,8,2,no,yes,no,4,1,7,5,2,4
hDAgDTwtGt6ynuy9hzw6dUhCaj1eEO69YOmNTZsagFY=,5kTqfwcI7caK5jsNd7asQden69lS3tA8kIqKf2rOrmU=,home,7,5,no,yes,no,1,3,4,5,5,3
RAGrZrb87cgq6sVkpUY2+j3DEUa9RqxLYI9DWlrSi9o=,KwLlvsWk1TfKHZ2owQEadEFKtWFG6/ZCo8OApWWF2ro=,reputation,8,2,yes,no,yes,2,1,7,2,2,1
ttVYGczFeS46O0FawgOWAV+y1CwPFY5Ni1y8sHYg3/g=,Wwa07/7PTewM88ohZD/6tjw5pj/NKgrEFJuMfA2yegM=,other,5,5,yes,no,no,1,5,1,2,3,5
hCfK2q/kSbhxsiuQpcQdjLXqDPLjEKPSIu3IX1In4+g=,5qPUQvOc62SFjQIhjTGoPnmHAM4K72FFGDpIcBLshfc=,other,9,3,yes,yes,yes,5,2,2,5,4,5
CuxTRYFvWlLyE92OdVybWJUgsVHSlB3KYygGDQYlwKc=,fuU0uUyEGMDWiai65mOo6vIot3gL+CsJz3Jd/6nGVKU=,home,8,5,no,yes,yes,4,1,4,4,3,4
3nNVCvK0VU98x9uid0fGUYXd+6YLjMj4QBa8V/z1ngM=,7GlkrjUcd7HuBBPqjX106qzGykxmEn04l0Gj6Y4IRkQ=,course,10,7,yes,no,no,2,1,2,2,1,1
hGv0wj1ip9hWn+oDdEVmVP3Bvy5b6ELjiOdAMwK9dlo=,gmxAj3UyI++HmU3kanW6zaaVvAd9G8fbrkWj362ztFk=,home,2,4,yes,yes,yes,4,3,3,5,2,4
k6Gc1ZT/lSPiDd9e/so7Ovdm275NmNeAJiGHLTPYnug=,JYZYB7zJYGQZLLcfbtphcQ5QWPaacbi1M/1UBgTBWso=,course,10,3,no,no,yes,4,1,1,5,3,5
GJvdG2/gZsQiLMUjkIRKrzEpJZ445Db5z3u7bynj8Iw=,dJYUouE7CxTlCb+/vRXIxo1L3QGLnZ3rU7G2PkazJqw=,home,5,1,yes,no,yes,3,3,1,1,2,4
GqWKluBH780s/j4jhesIrX2dJLhoJDXVlONPyX3huH8=,/ufuggDLxeS/ezYaOAlVQvDfXfU9+ozcxsXwsEdJByk=,reputation,4,4,yes,yes,yes,5,6,7,5,1,5
0H8ysOFhTXhwTfrTiNIvF8xLuaSU1NJJ09nMtJNDahI=,m7NcFNePxAVtZMIYxtgW81wpiFWlJBsB/5zbeKHoMPI=,home,10,5,yes,no,no,4,6,7,5,2,4
nTuQjHfKTxCyLn1IxwCXBA7Szth4/+E+OIuQ6wxGMSI=,rJDAwHKQHIFdEel73+4dQQXteO2SkUo4FdcUJkl2zEc=,home,2,2,yes,no,no,3,3,1,4,3,5
aoVHz9gXOf9s0QveEp2TKId2ZRCOQx6bIly5XLiCm6Y=,jyhQfdtLJxNfsecnA16R3FL7EQWz+rjt4srKJmyOcTM=,other,3,5,no,yes,yes,3,7,6,4,4,1
odVOzv7dzB3Mi9/gYws1QSS/SG5ge+lA69MpZajQKVg=,noT0oIBNhikMmy73TG/q16/JPaHv3T/BIVgQzEQ+B4s=,reputation,8,6,no,yes,no,4,6,2,4,4,5
vwv2h/lo7HRcvv92RVcFxpKUWDQBCbwqtGjl16tA3iM=,Y27zopmPbpuIuCNJ78/08WR61trcMySaPT2oqjwqDKk=,home,9,6,yes,yes,no,5,1,5,5,1,3
1cmWY2kwbr/Nr4WB7sbr3x2disHglyiLdYiRzyf3XRQ=,OxfoZZVeMwPc5EffIg0m1guHqAn1kKhb2vrFxCxWV5w=,other,3,5,yes,no,yes,4,3,2,1,4,3
XaEXB3QDAJOxzhEicXbRTaf7aPBuoRpPDsmbtVdx/8E=,Znpy6Yp3eqmU0LQnl1ePbsDgEahML62Qk6doRHaHYT8=,other,10,6,no,yes,no,5,4,2,5,1,1
dDl+XOdKOs1i0RikCwm1GEhRzr9ontRaGQiSs31t5mk=,p5SvRcx4myO8WuPd0q51iK6CXuVkfhkQQNQuvKiSlzs=,home,2,5,no,yes,no,2,7,2,5,1,1
VOfwTgxyP6GYCiUFQhDEzbskOzdkHXIrgFDmbMwVLac=,8rITOfAcCPDMIFaUhj6TgGTPRg9WFV/25ctko8m7O/w=,course,8,6,yes,yes,no,1,7,5,1,3,5
+j3YRp9iIaBEMpvRGp3vS2ksr8g2X9zQ+obIhO5ErMA=,Vj4yP7XDE7t0aOjRtysGhDJE4ag0C11lSfaNHflhorw=,other,1,4,yes,no,yes,3,1,3,1,5,5
kctEUe05naDW+WA7ZdHpMvPlyZ/kYFmkG9UMxAJFTps=,opO7ZlZzbZcvijAhq1KukBV+YL35vuGlSKOZEQ/c/qA=,course,10,5,no,no,yes,4,1,6,2,5,5
KDRH0s2qtW4OO8UNlRzXbWHZgr5Pnpoo+aqO0ULrUpI=,KO/NpdcNt12aFtvdZVNFmTJudTIUv+V2phhoD9kZOiY=,course,1,4,no,no,yes,2,2,4,1,2,4
p4e/ra859lzmg4blfa1oYL1ALrfXM3B2pqSNEXnTcMU=,8IO8X5n//gfxXOtthmMHGlMIkUN56tvMY3TwIf1CIps=,other,5,6,yes,yes,yes,1,5,5,5,1,5
DgjlqhLu34NdYsyZB1mAKY8tH61zXEMtYeIT1lIjQ9w=,xt0O3OY6MshJsGWlK9bYfC6/DCXSmM5o4VJNR/2Qq/g=,home,7,7,no,no,no,3,6,4,1,4,4
XUQ1LV/2DsW+kXjfVZpucStNGTl4lPrr7MQ1rOSInPQ=,iuqLaAITcrftyQWpMnk9acCZiXYO3oJJiaBPr4foieA=,course,8,3,no,yes,no,4,3,5,5,5,3
n3uu3Tr1oMlrEc7F3gjKne+CHivepoTdrYEbwrf60KI=,dW8BKtGCVCj2qTjcFo5GQZT2FSNVH7tOpBX9OOKDNiM=,home,7,3,no,no,no,3,2,7,3,5,5
mbDOlmBPGlbSWajzcdstWB9/ys+L4qnjfop67RGLJrQ=,01IrWuIY6uJJ+VOT5XIWJ18h2gDpul6wyqd6onVAgDI=,reputation,3,5,yes,no,no,5,2,1,5,5,1
6pz2aOnGhLCNKiEbJUYisKtC6pfUaORhuymbWoJJSIk=,xk8az+9gQ240Gaf52xqEN/9YJkie2d3HUn2uklLnl0I=,reputation,5,4,no,yes,yes,2,2,7,4,3,3
SMcHUhqEEgWh4VxKLYUHGMWn/9GYu46xXnW3TlaXkFQ=,vSyWLvzMkuC3XwUFj31MbLnawcDZiH1Z+EcrXxkp5l8=,home,2,6,yes,no,no,2,5,4,4,2,3
pAl3gHuVmnPDZMJf2EQyOl+Ae4lGxw6/BPZQW9sMhuM=,+Ta+/CV+CEsqwLabONQTDUD7CX2SIGFiKFgRSVk5wqI=,reputation,10,6,no,yes,yes,4,7,2,4,4,5
rMeih+qWGAjyHSkQDRNs2fMpFF4g3fSHrmocZZTX0m0=,DeJ/CUQwH0NUrzgkvh8NsO6ZmRZyXhQNbDCQjbFuGkc=,course,9,7,no,yes,yes,4,3,5,3,3,3
l2Yk5MwtFkkIb1+GJyoz9k1S8Hk5/+MbGw4XtYsrmTw=,+OIJUpB1W6LEjAb2J7UVLkvXAA5uU8Hp0G93WSv2AiU=,home,1,3,yes,no,no,1,4,2,1,1,5
5cXrsr6mW4psxmsKwHacIRw6eZ+E9I7OadWsd8Odv6Y=,NSeaS8fPYktqH0x9iinuYte+y43Ujrdys0lCrv+ryHs=,home,9,1,no,no,no,1,1,3,5,3,1
HchnKCZoDiZxfxuYviMQIJqr5Rqclth2+4Ng9t2Oul8=,2GFxL9wBSzMLsyc/D+gcxD8bx3Gwnk/Kyjshe0SiDlg=,reputation,10,5,no,yes,no,1,7,5,5,1,5
a0vHT/86IkHy4A7mEufUbg9Kc3uge3az6yO1kslJyzY=,uQI6GciUhPaQ4GZS03u10jSNukUSTX37uYzzNXJp19g=,other,2,7,yes,yes,yes,1,4,1,4,1,5
GjSiGBJPDowE5z6wULqXDnMdo6aYFY9TTwMYuo/JvkQ=,zg72WLdTJDq+Ud+wFUqKfh77euoJ/TpgOLIPd/SUH7c=,other,10,1,yes,yes,yes,4,7,5,4,2,3
Bmog4llxnHfR7o8H0yIh1qc0lkWP2GOWMNCQCPQ9JZ0=,SdS1u8s6bZQtGNxEpD7eTNV2t7doXqSJhaMI8RMaEq4=,reputation,5,1,no,no,yes,3,6,2,4,3,2
6ncBa34yYs9+sTd1ijY6xlNrT82i1CGnMs9KIzJJvvs=,rFXf5jz/6zAykkj27KHezhsjOj2kuscNiCmw0GeBlMk=,course,7,6,no,no,yes,4,4,3,5,2,5
+cWgTJ0GymL4Nyh/frdh1NBSU8s+a4FCjINV2w9t9VI=,vdUbb90GZoP9dAYYzYTrj59C+yfAmSNyoDiqRHy/kq4=,home,9,5,no,no,yes,4,6,2,3,5,3
JK2vGL1vpzJneSBMRPufh8VaDc0jiCPCwBf2YSO2EGA=,na7hdkg8tURAuEKC8WOc/fJdZl5M2mZVE3lkup8YCDc=,home,10,3,yes,no,no,3,1,7,5,4,4
9FApjbT0SO54rrvKz3qfYW6tedrH9q0LJsRNZZn9EyA=,xl8atEjsUhx5X5bPJDYwGCI8AUwPp4Qy7oVpgytm4uo=,course,2,2,no,yes,no,5,2,4,2,5,1
wm37Ahsx90JRwx40zsMeRj0m6yKAwgfiKRh+HPKOTms=,g89d7liFQp/cTZTSbClXEYBfDzpTh8LfJxhkB4Jo1fo=,home,2,2,no,yes,yes,1,6,2,2,4,1
KtSkFyl7ZCOJ6GLqlfA5AR8c0fdMDuivsZ8rK5mYrsk=,DYNjQAI/O5S5kH7nEWvrSGaqhLv9g0zuJTOd5DN1GB4=,home,9,4,yes,no,no,3,6,4,3,3,3
yFa0Ye5IQMs7fJxiN4nOvZ7KnZaxX2Wuaj+WS4ckL6I=,TNkz9vI3cfSgsRJXNcYDinHSHxU7ZGQCZVh1UH0++/I=,other,8,2,no,no,yes,4,6,2,1,4,1
nx/yK0yFxSUMmQtbv3WY6tYAJmM2suaUPE1+WNHfJp8=,zuMJ0KHirywJrmPzIURp6QicT1qfHiFEb58UMhqwAZc=,reputation,6,1,yes,no,no,4,3,3,1,3,2
XlNkCn3cCX+DL4vnpCKdu/GR3vNXmr99B9EVN+rOHpE=,hI67Fx2Ihxr0T6uMHtZzEROFO5REcWvH791tio2kzG4=,reputation,7,3,no,no,yes,4,3,3,4,1,1
Z2src7GkaZHApg2FqXEONxAgrkPNV7sfDEUMXuWoHyQ=,dDpm2fmdRPuiVo3caqWi16eSOe5Gu9MrWVgeXhu1StI=,reputation,2,1,no,no,yes,1,6,6,4,2,5
RoZ+cjUiH74U9Kt+cVP7rrm0FZRmzIp5QyB+nj3+5Vg=,efryJNBXy9gLbxfkzEJPW7hS9obySX2OHFBWeLtfBH0=,home,5,2,no,no,yes,5,1,3,4,3,1
Q+wJ5vdQC7NQ5b6z/ACgUrL4kbr+Jvri5UtH/LtSKUs=,9YEs+1dL2XtZtPnQlzDm1ZYPxwrjPucEAvE5XNrVJAs=,reputation,9,4,no,no,no,4,5,7,2,4,5
GPQMmcyiQMyzvbX29wYZIb7QSNINYjlcVNZS5fnI5QY=,DOXNAH+KU8YrGziCsRDVVSq4TM7drGX/8EDInnawAu4=,reputation,10,2,yes,yes,no,5,7,5,2,3,5
ANfPHPIO8EwBQSbOCFXhVxgYGXmB69k8r+d/TnrXwS4=,gFoEnB6es2LTApWkEp6Pa1dEph834ZcsiLRLVbzPA4o=,reputation,2,5,no,yes,yes,4,5,7,2,4,4
wc3Qd0o+mqcYmlfaf5wnXvyYiGPNUP/TpRHGF0fzwds=,io/SXmvVGLw0VV3j/fiScPHsOiC6itlUt2Ji3+jAMCc=,reputation,6,3,yes,yes,no,1,3,5,1,4,3
BOtwHSdqLq5mJpOpNxYZ4b0ddqpYlbvPz7tuo1JFpss=,5+1B6AnJrLKbpoldh1IJCcY7/UzFNlLSdBwKDp8sOSM=,other,6,2,yes,yes,yes,2,6,2,3,3,1
HuVjHN0sa/WLPEKkUsjxC0CysTYKomrMdyNrMihi18s=,JEPnD2eUsVAdkPVLauM34BtLFVlRznqc4Cop+wEz7so=,home,5,5,no,yes,no,1,1,7,3,3,2
9g3z7xEv9PK2FrqBKN3U5H6gVKMfFXjL1ib0ikrohyQ=,sAhRWqa00xoQNWSksw0fpWYINz7x0fXMDQUUgRVWVto=,course,2,1,no,no,no,2,3,5,3,2,5
+FQ1t1qZMRv6otwvgIpiDwQESXaxWn4Fs4IbXU8K/T8=,Y2lwrWDpzyrv1I1lTHi2N96BkBcMpzkPdop7wn4svx4=,other,10,6,no,yes,no,4,5,6,5,3,3
xQRKVr6p3M/uSsbeNrklrf52l32XIkAso7UI+mRl3lI=,GsSx0aZQb3QPSLjIhGNCR2P+nKvLA3Q85/OVPWfpE3s=,home,3,1,yes,yes,yes,5,6,2,3,5,1
De7nuMt0tnQ4uSF9n5Lij83DhP7K5ocROF2IZbk3+aI=,H2062pKC0zivvfwqjH6R7WvKK1cvbALnZjgrN9+Re6w=,reputation,5,1,no,yes,no,4,5,3,1,1,4
K1NOtueeX+v9svCTjcQCJHs7Y5ulUB3EmtTqe7MRadw=,dTkzkqEBTHF48sJB3uVkcHlaIlFkVmWhHiuGIBgSV5c=,other,3,3,no,yes,yes,2,5,2,5,3,3
31dK3ssYmvVo2UZEmJ2oF8HZnYtSKkoqkdk0ryj7gm4=,SqGnlf1m5mmsnghN3JdwiJccyMq2V9AukjdLGyXnqFo=,reputation,8,4,no,no,no,4,2,5,1,4,1
QECLBLWpl6wHuV3flWymFTg74xxgw5G2csyvPnIFzcQ=,2LJtGuJhjkFR7iyYJfpXEHm215YRu/qgVNurtdJhl5Q=,other,4,6,no,yes,no,3,7,5,2,2,1
jg1zUImOC3X3goWtDmTqhhLJyBwF0jqOT+LtDC+CfuI=,HecxYFQFeOgzfixAxCqqcljhA3215LA7rUvgAOdGoTc=,other,6,3,yes,no,yes,1,6,1,2,3,4
WocbWs+r7Nh/K1GqOmW6WsetrLZYSCRtS2n6uHgyI3k=,5ityrkeyBA+BIgSaRt9RHxdD/BwZpZRveaTy+5Mvcuw=,other,5,4,no,no,no,3,1,1,5,2,2
